ラクミー経営管理 店舗画面 データソース定義表 V89（V88+地代家賃設定・費用実績入力・予算一覧9費目・単月地代家賃・月次予算設定修正 統合版）
作成日: 2026-04-20
総指標数,859
基準: V88 + 以下4パッチ統合
"  - V88_追加差分_地代家賃設定_費用実績入力.csv (50行: P1-P21, R1-R29)"
  - V88_追加差分_予算一覧_9費目追加.csv (9行: 446a-446i)
  - V88_追加差分_単月費用設定_単月地代家賃追加.csv (1行: 79a)
  - V88_修正差分_月次予算設定_固定変動費用予算_地代家賃反映.csv (No.54/73c REPLACE)
備考: V88ソースにあったテンプレート残骸4行(No='No')を除外済み
経営重要度: 店長視点

No,プロダクト区分,画面タイプ,画面タイトル,指標名,独自指標レベル,経営重要度,計算レイヤー,データスコープ,データ負荷レベル,データソース区分,指標タイプ,指標タイプ詳細,ラクミーテーブル名.カラム名,外部連携テーブル名.テーブル列名,外部連携グループ名,演算範囲,演算ロジック,演算式詳細,中間画面名.画面指標名,インプット元（画面名.指標名）,アウトプット先（画面名.画面指標名）,データリネージュ（完全版）,依存先指標（画面名.指標名）,依存先指標（テーブル名.列名）,被参照指標（画面名.指標名）,依存先指標数,被参照指標数,参照頻度,演算コスト,システム負荷,負荷要因,推奨対応,キャッシュ戦略,スナップショット対象,更新トリガー,画面カテゴリ,指標区分,指標区分の説明,機能説明,判断,AI推測の理由,不明点,改善
671,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間予算構成比_フード仕入,L1,B,L2-S,店舗年次,低,計算項目,画面内演算,年間予算÷年間予算_総売上×100,-,-,画面内演算,画面内,年間予算_フード仕入 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,年間予算構成比,"年間予実対比（予実対比）.年間予算_フード仕入, 年間予実対比（予実対比）.年間予算_総売上 計",-,年間予算 / 年間予算_総売上 × 100 → 年間予実対比（予実対比）.年間予算構成比_フード仕入,"年間予実対比（予実対比）.年間予算_フード仕入, 年間予実対比（予実対比）.年間予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,年間予算の総売上に対する構成比（％）,-,予算構成比追加,年間予算構成比,-,-
672,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間予算構成比_ドリンク仕入,L1,B,L2-S,店舗年次,低,計算項目,画面内演算,年間予算÷年間予算_総売上×100,-,-,画面内演算,画面内,年間予算_ドリンク仕入 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,年間予算構成比,"年間予実対比（予実対比）.年間予算_ドリンク仕入, 年間予実対比（予実対比）.年間予算_総売上 計",-,年間予算 / 年間予算_総売上 × 100 → 年間予実対比（予実対比）.年間予算構成比_ドリンク仕入,"年間予実対比（予実対比）.年間予算_ドリンク仕入, 年間予実対比（予実対比）.年間予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,年間予算の総売上に対する構成比（％）,-,予算構成比追加,年間予算構成比,-,-
673,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間予算構成比_人件費 計,L1,A,L2-S,店舗年次,低,計算項目,画面内演算,年間予算÷年間予算_総売上×100,-,-,画面内演算,画面内,年間予算_人件費 計 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,年間予算構成比,"年間予実対比（予実対比）.年間予算_人件費 計, 年間予実対比（予実対比）.年間予算_総売上 計",-,年間予算 / 年間予算_総売上 × 100 → 年間予実対比（予実対比）.年間予算構成比_人件費 計,"年間予実対比（予実対比）.年間予算_人件費 計, 年間予実対比（予実対比）.年間予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,年間予算の総売上に対する構成比（％）,-,予算構成比追加,年間予算構成比,-,-
674,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間予算構成比_固定人件費,L1,B,L2-S,店舗年次,低,計算項目,画面内演算,年間予算÷年間予算_総売上×100,-,-,画面内演算,画面内,年間予算_固定人件費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,年間予算構成比,"年間予実対比（予実対比）.年間予算_固定人件費, 年間予実対比（予実対比）.年間予算_総売上 計",-,年間予算 / 年間予算_総売上 × 100 → 年間予実対比（予実対比）.年間予算構成比_固定人件費,"年間予実対比（予実対比）.年間予算_固定人件費, 年間予実対比（予実対比）.年間予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,年間予算の総売上に対する構成比（％）,-,予算構成比追加,年間予算構成比,-,-
675,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間予算構成比_PA人件費,L1,B,L2-S,店舗年次,低,計算項目,画面内演算,年間予算÷年間予算_総売上×100,-,-,画面内演算,画面内,年間予算_PA人件費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,年間予算構成比,"年間予実対比（予実対比）.年間予算_PA人件費, 年間予実対比（予実対比）.年間予算_総売上 計",-,年間予算 / 年間予算_総売上 × 100 → 年間予実対比（予実対比）.年間予算構成比_PA人件費,"年間予実対比（予実対比）.年間予算_PA人件費, 年間予実対比（予実対比）.年間予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,年間予算の総売上に対する構成比（％）,-,予算構成比追加,年間予算構成比,-,-
676,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間予算構成比_社員人件費,L1,B,L2-S,店舗年次,低,計算項目,画面内演算,年間予算÷年間予算_総売上×100,-,-,画面内演算,画面内,年間予算_社員人件費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,年間予算構成比,"年間予実対比（予実対比）.年間予算_社員人件費, 年間予実対比（予実対比）.年間予算_総売上 計",-,年間予算 / 年間予算_総売上 × 100 → 年間予実対比（予実対比）.年間予算構成比_社員人件費,"年間予実対比（予実対比）.年間予算_社員人件費, 年間予実対比（予実対比）.年間予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,年間予算の総売上に対する構成比（％）,-,予算構成比追加,年間予算構成比,-,-
677,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間予算構成比_ヘルプ人件費,L1,C,L2-S,店舗年次,低,計算項目,画面内演算,年間予算÷年間予算_総売上×100,-,-,画面内演算,画面内,年間予算_ヘルプ人件費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,年間予算構成比,"年間予実対比（予実対比）.年間予算_ヘルプ人件費, 年間予実対比（予実対比）.年間予算_総売上 計",-,年間予算 / 年間予算_総売上 × 100 → 年間予実対比（予実対比）.年間予算構成比_ヘルプ人件費,"年間予実対比（予実対比）.年間予算_ヘルプ人件費, 年間予実対比（予実対比）.年間予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,年間予算の総売上に対する構成比（％）,-,予算構成比追加,年間予算構成比,-,-
678,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間予算構成比_その他経費 計,L1,B,L2-S,店舗年次,低,計算項目,画面内演算,年間予算÷年間予算_総売上×100,-,-,画面内演算,画面内,年間予算_その他経費 計 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,年間予算構成比,"年間予実対比（予実対比）.年間予算_その他経費 計, 年間予実対比（予実対比）.年間予算_総売上 計",-,年間予算 / 年間予算_総売上 × 100 → 年間予実対比（予実対比）.年間予算構成比_その他経費 計,"年間予実対比（予実対比）.年間予算_その他経費 計, 年間予実対比（予実対比）.年間予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,年間予算の総売上に対する構成比（％）,-,予算構成比追加,年間予算構成比,-,-
679,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間予算構成比_地代家賃,L1,B,L2-S,店舗年次,低,計算項目,画面内演算,年間予算÷年間予算_総売上×100,-,-,画面内演算,画面内,年間予算_地代家賃 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,年間予算構成比,"年間予実対比（予実対比）.年間予算_地代家賃, 年間予実対比（予実対比）.年間予算_総売上 計",-,年間予算 / 年間予算_総売上 × 100 → 年間予実対比（予実対比）.年間予算構成比_地代家賃,"年間予実対比（予実対比）.年間予算_地代家賃, 年間予実対比（予実対比）.年間予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,年間予算の総売上に対する構成比（％）,-,予算構成比追加,年間予算構成比,-,-
680,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間予算構成比_家賃（変動分）,L1,C,L2-S,店舗年次,低,計算項目,画面内演算,年間予算÷年間予算_総売上×100,-,-,画面内演算,画面内,年間予算_家賃（変動分） ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,年間予算構成比,"年間予実対比（予実対比）.年間予算_家賃（変動分）, 年間予実対比（予実対比）.年間予算_総売上 計",-,年間予算 / 年間予算_総売上 × 100 → 年間予実対比（予実対比）.年間予算構成比_家賃（変動分）,"年間予実対比（予実対比）.年間予算_家賃（変動分）, 年間予実対比（予実対比）.年間予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,年間予算の総売上に対する構成比（％）,-,予算構成比追加,年間予算構成比,-,-
681,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間予算構成比_水道光熱費,L1,B,L2-S,店舗年次,低,計算項目,画面内演算,年間予算÷年間予算_総売上×100,-,-,画面内演算,画面内,年間予算_水道光熱費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,年間予算構成比,"年間予実対比（予実対比）.年間予算_水道光熱費, 年間予実対比（予実対比）.年間予算_総売上 計",-,年間予算 / 年間予算_総売上 × 100 → 年間予実対比（予実対比）.年間予算構成比_水道光熱費,"年間予実対比（予実対比）.年間予算_水道光熱費, 年間予実対比（予実対比）.年間予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,年間予算の総売上に対する構成比（％）,-,予算構成比追加,年間予算構成比,-,-
682,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間予算構成比_電気代,L1,C,L2-S,店舗年次,低,計算項目,画面内演算,年間予算÷年間予算_総売上×100,-,-,画面内演算,画面内,年間予算_電気代 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,年間予算構成比,"年間予実対比（予実対比）.年間予算_電気代, 年間予実対比（予実対比）.年間予算_総売上 計",-,年間予算 / 年間予算_総売上 × 100 → 年間予実対比（予実対比）.年間予算構成比_電気代,"年間予実対比（予実対比）.年間予算_電気代, 年間予実対比（予実対比）.年間予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,年間予算の総売上に対する構成比（％）,-,予算構成比追加,年間予算構成比,-,-
683,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間予算構成比_ガス代,L1,C,L2-S,店舗年次,低,計算項目,画面内演算,年間予算÷年間予算_総売上×100,-,-,画面内演算,画面内,年間予算_ガス代 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,年間予算構成比,"年間予実対比（予実対比）.年間予算_ガス代, 年間予実対比（予実対比）.年間予算_総売上 計",-,年間予算 / 年間予算_総売上 × 100 → 年間予実対比（予実対比）.年間予算構成比_ガス代,"年間予実対比（予実対比）.年間予算_ガス代, 年間予実対比（予実対比）.年間予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,年間予算の総売上に対する構成比（％）,-,予算構成比追加,年間予算構成比,-,-
684,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間予算構成比_水道代,L1,C,L2-S,店舗年次,低,計算項目,画面内演算,年間予算÷年間予算_総売上×100,-,-,画面内演算,画面内,年間予算_水道代 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,年間予算構成比,"年間予実対比（予実対比）.年間予算_水道代, 年間予実対比（予実対比）.年間予算_総売上 計",-,年間予算 / 年間予算_総売上 × 100 → 年間予実対比（予実対比）.年間予算構成比_水道代,"年間予実対比（予実対比）.年間予算_水道代, 年間予実対比（予実対比）.年間予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,年間予算の総売上に対する構成比（％）,-,予算構成比追加,年間予算構成比,-,-
685,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間予算構成比_減価償却費,L1,B,L2-S,店舗年次,低,計算項目,画面内演算,年間予算÷年間予算_総売上×100,-,-,画面内演算,画面内,年間予算_減価償却費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,年間予算構成比,"年間予実対比（予実対比）.年間予算_減価償却費, 年間予実対比（予実対比）.年間予算_総売上 計",-,年間予算 / 年間予算_総売上 × 100 → 年間予実対比（予実対比）.年間予算構成比_減価償却費,"年間予実対比（予実対比）.年間予算_減価償却費, 年間予実対比（予実対比）.年間予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,年間予算の総売上に対する構成比（％）,-,予算構成比追加,年間予算構成比,-,-
686,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間予算構成比_販促費,L1,C,L2-S,店舗年次,低,計算項目,画面内演算,年間予算÷年間予算_総売上×100,-,-,画面内演算,画面内,年間予算_販促費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,年間予算構成比,"年間予実対比（予実対比）.年間予算_販促費, 年間予実対比（予実対比）.年間予算_総売上 計",-,年間予算 / 年間予算_総売上 × 100 → 年間予実対比（予実対比）.年間予算構成比_販促費,"年間予実対比（予実対比）.年間予算_販促費, 年間予実対比（予実対比）.年間予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,年間予算の総売上に対する構成比（％）,-,予算構成比追加,年間予算構成比,-,-
687,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間予算構成比_資材費,L1,C,L2-S,店舗年次,低,計算項目,画面内演算,年間予算÷年間予算_総売上×100,-,-,画面内演算,画面内,年間予算_資材費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,年間予算構成比,"年間予実対比（予実対比）.年間予算_資材費, 年間予実対比（予実対比）.年間予算_総売上 計",-,年間予算 / 年間予算_総売上 × 100 → 年間予実対比（予実対比）.年間予算構成比_資材費,"年間予実対比（予実対比）.年間予算_資材費, 年間予実対比（予実対比）.年間予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,年間予算の総売上に対する構成比（％）,-,予算構成比追加,年間予算構成比,-,-
688,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間予算構成比_借入金返済,L1,C,L2-S,店舗年次,低,計算項目,画面内演算,年間予算÷年間予算_総売上×100,-,-,画面内演算,画面内,年間予算_借入金返済 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,年間予算構成比,"年間予実対比（予実対比）.年間予算_借入金返済, 年間予実対比（予実対比）.年間予算_総売上 計",-,年間予算 / 年間予算_総売上 × 100 → 年間予実対比（予実対比）.年間予算構成比_借入金返済,"年間予実対比（予実対比）.年間予算_借入金返済, 年間予実対比（予実対比）.年間予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,年間予算の総売上に対する構成比（％）,-,予算構成比追加,年間予算構成比,-,-
689,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間予算構成比_IT費用,L1,C,L2-S,店舗年次,低,計算項目,画面内演算,年間予算÷年間予算_総売上×100,-,-,画面内演算,画面内,年間予算_IT費用 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,年間予算構成比,"年間予実対比（予実対比）.年間予算_IT費用, 年間予実対比（予実対比）.年間予算_総売上 計",-,年間予算 / 年間予算_総売上 × 100 → 年間予実対比（予実対比）.年間予算構成比_IT費用,"年間予実対比（予実対比）.年間予算_IT費用, 年間予実対比（予実対比）.年間予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,年間予算の総売上に対する構成比（％）,-,予算構成比追加,年間予算構成比,-,-
690,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間予算構成比_ラクミー利用料,L4,C,L2-S,店舗年次,低,計算項目,画面内演算,年間予算÷年間予算_総売上×100,-,-,画面内演算,画面内,年間予算_ラクミー利用料 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,年間予算構成比,"年間予実対比（予実対比）.年間予算_ラクミー利用料, 年間予実対比（予実対比）.年間予算_総売上 計",-,年間予算 / 年間予算_総売上 × 100 → 年間予実対比（予実対比）.年間予算構成比_ラクミー利用料,"年間予実対比（予実対比）.年間予算_ラクミー利用料, 年間予実対比（予実対比）.年間予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,年間予算の総売上に対する構成比（％）,-,予算構成比追加,年間予算構成比,-,-
691,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間予算構成比_レジ利用料,L1,C,L2-S,店舗年次,低,計算項目,画面内演算,年間予算÷年間予算_総売上×100,-,-,画面内演算,画面内,年間予算_レジ利用料 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,年間予算構成比,"年間予実対比（予実対比）.年間予算_レジ利用料, 年間予実対比（予実対比）.年間予算_総売上 計",-,年間予算 / 年間予算_総売上 × 100 → 年間予実対比（予実対比）.年間予算構成比_レジ利用料,"年間予実対比（予実対比）.年間予算_レジ利用料, 年間予実対比（予実対比）.年間予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,年間予算の総売上に対する構成比（％）,-,予算構成比追加,年間予算構成比,-,-
692,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間予算構成比_クレジットカード手数料,L1,C,L2-S,店舗年次,低,計算項目,画面内演算,年間予算÷年間予算_総売上×100,-,-,画面内演算,画面内,年間予算_クレジットカード手数料 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,年間予算構成比,"年間予実対比（予実対比）.年間予算_クレジットカード手数料, 年間予実対比（予実対比）.年間予算_総売上 計",-,年間予算 / 年間予算_総売上 × 100 → 年間予実対比（予実対比）.年間予算構成比_クレジットカード手数料,"年間予実対比（予実対比）.年間予算_クレジットカード手数料, 年間予実対比（予実対比）.年間予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,年間予算の総売上に対する構成比（％）,-,予算構成比追加,年間予算構成比,-,-
693,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間予算構成比_お花代,L1,D,L2-S,店舗年次,低,計算項目,画面内演算,年間予算÷年間予算_総売上×100,-,-,画面内演算,画面内,年間予算_お花代 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,年間予算構成比,"年間予実対比（予実対比）.年間予算_お花代, 年間予実対比（予実対比）.年間予算_総売上 計",-,年間予算 / 年間予算_総売上 × 100 → 年間予実対比（予実対比）.年間予算構成比_お花代,"年間予実対比（予実対比）.年間予算_お花代, 年間予実対比（予実対比）.年間予算_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,年間予算の総売上に対する構成比（％）,-,予算構成比追加,年間予算構成比,-,-
694,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間予算構成比_営業利益,L1,A,L2-S,店舗年次,低,計算項目,画面内演算,年間予算÷年間予算_総売上×100,-,-,画面内演算,画面内,年間予算_営業利益 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,年間予算構成比,"年間予実対比（予実対比）.年間予算_営業利益, 年間予実対比（予実対比）.年間予算_総売上 計",-,年間予算 / 年間予算_総売上 × 100 → 年間予実対比（予実対比）.年間予算構成比_営業利益,"年間予実対比（予実対比）.年間予算_営業利益, 年間予実対比（予実対比）.年間予算_総売上 計",-; -,-,2,0,中,高,高,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,予算構成比,年間予算の総売上に対する構成比（％）,-,予算構成比追加,年間予算構成比,-,-
695,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間構成比_総売上 計,L1,A,L2-S,店舗年次,低,計算項目,画面内演算,年間実績÷年間実績_総売上×100,-,-,画面内演算,画面内,年間実績_総売上 計 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,年間構成比,"年間予実対比（予実対比）.年間実績_総売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",-,年間実績 / 年間実績_総売上 × 100 → 年間予実対比（予実対比）.年間構成比_総売上 計,"年間予実対比（予実対比）.年間実績_総売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,構成比,年間実績の総売上に対する構成比（％）,-,構成比追加,年間実績構成比,-,-
696,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間構成比_フード売上 計,L1,B,L2-S,店舗年次,低,計算項目,画面内演算,年間実績÷年間実績_総売上×100,-,-,画面内演算,画面内,年間実績_フード売上 計 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,年間構成比,"年間予実対比（予実対比）.年間実績_フード売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",-,年間実績 / 年間実績_総売上 × 100 → 年間予実対比（予実対比）.年間構成比_フード売上 計,"年間予実対比（予実対比）.年間実績_フード売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,構成比,年間実績の総売上に対する構成比（％）,-,構成比追加,年間実績構成比,-,-
697,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間構成比_フード売上ランチ,L1,C,L2-S,店舗年次,低,計算項目,画面内演算,年間実績÷年間実績_総売上×100,-,-,画面内演算,画面内,年間実績_フード売上ランチ ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,年間構成比,"年間予実対比（予実対比）.年間実績_フード売上ランチ, 年間予実対比（予実対比）.年間実績_総売上 計",-,年間実績 / 年間実績_総売上 × 100 → 年間予実対比（予実対比）.年間構成比_フード売上ランチ,"年間予実対比（予実対比）.年間実績_フード売上ランチ, 年間予実対比（予実対比）.年間実績_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,構成比,年間実績の総売上に対する構成比（％）,-,構成比追加,年間実績構成比,-,-
698,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間構成比_フード売上ディナー,L1,C,L2-S,店舗年次,低,計算項目,画面内演算,年間実績÷年間実績_総売上×100,-,-,画面内演算,画面内,年間実績_フード売上ディナー ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,年間構成比,"年間予実対比（予実対比）.年間実績_フード売上ディナー, 年間予実対比（予実対比）.年間実績_総売上 計",-,年間実績 / 年間実績_総売上 × 100 → 年間予実対比（予実対比）.年間構成比_フード売上ディナー,"年間予実対比（予実対比）.年間実績_フード売上ディナー, 年間予実対比（予実対比）.年間実績_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,構成比,年間実績の総売上に対する構成比（％）,-,構成比追加,年間実績構成比,-,-
699,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間構成比_ドリンク売上 計,L1,B,L2-S,店舗年次,低,計算項目,画面内演算,年間実績÷年間実績_総売上×100,-,-,画面内演算,画面内,年間実績_ドリンク売上 計 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,年間構成比,"年間予実対比（予実対比）.年間実績_ドリンク売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",-,年間実績 / 年間実績_総売上 × 100 → 年間予実対比（予実対比）.年間構成比_ドリンク売上 計,"年間予実対比（予実対比）.年間実績_ドリンク売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,構成比,年間実績の総売上に対する構成比（％）,-,構成比追加,年間実績構成比,-,-
700,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間構成比_ドリンク売上ランチ,L1,C,L2-S,店舗年次,低,計算項目,画面内演算,年間実績÷年間実績_総売上×100,-,-,画面内演算,画面内,年間実績_ドリンク売上ランチ ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,年間構成比,"年間予実対比（予実対比）.年間実績_ドリンク売上ランチ, 年間予実対比（予実対比）.年間実績_総売上 計",-,年間実績 / 年間実績_総売上 × 100 → 年間予実対比（予実対比）.年間構成比_ドリンク売上ランチ,"年間予実対比（予実対比）.年間実績_ドリンク売上ランチ, 年間予実対比（予実対比）.年間実績_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,構成比,年間実績の総売上に対する構成比（％）,-,構成比追加,年間実績構成比,-,-
701,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間構成比_ドリンク売上ディナー,L1,C,L2-S,店舗年次,低,計算項目,画面内演算,年間実績÷年間実績_総売上×100,-,-,画面内演算,画面内,年間実績_ドリンク売上ディナー ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,年間構成比,"年間予実対比（予実対比）.年間実績_ドリンク売上ディナー, 年間予実対比（予実対比）.年間実績_総売上 計",-,年間実績 / 年間実績_総売上 × 100 → 年間予実対比（予実対比）.年間構成比_ドリンク売上ディナー,"年間予実対比（予実対比）.年間実績_ドリンク売上ディナー, 年間予実対比（予実対比）.年間実績_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,構成比,年間実績の総売上に対する構成比（％）,-,構成比追加,年間実績構成比,-,-
702,ラクミーウェブ,分析画面,年間予実対比（予実対比）,年間構成比_その他売上 計,L1,C,L2-S,店舗年次,低,計算項目,画面内演算,年間実績÷年間実績_総売上×100,-,-,画面内演算,画面内,年間実績_その他売上 計 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,年間構成比,"年間予実対比（予実対比）.年間実績_その他売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",-,年間実績 / 年間実績_総売上 × 100 → 年間予実対比（予実対比）.年間構成比_その他売上 計,"年間予実対比（予実対比）.年間実績_その他売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,構成比,年間実績の総売上に対する構成比（％）,-,構成比追加,年間実績構成比,-,-
