47,ダッシュボード表示画面,当月実績,客単価,L1,A,画面間,計算項目,演算,画面間演算,年間予実対比.客単価から参照,-,年間予実対比.客単価,"head_office_connected_service_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers",-,POS売上（日別集計）,年間予実対比.客単価,-,年間予実対比.客単価 → 当月実績.客単価,スキーマ検証済,-,画面'当月実績'に'客単価'が実際に存在するか要確認,実画面で目視確認が必要,ダッシュボード表示画面,ダッシュボード表示,「年間予実対比」（実績算出・分析画面）で算出された指標をモニタリング表示。
48,ダッシュボード表示画面,当月実績,人件費,L0,A,画面間,計算項目,演算,画面間演算,予実対比.人件費から参照,-,予実対比.人件費,head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs,-,勤怠（KOT/ジョブカン）,予実対比.人件費,-,予実対比.人件費 → 当月実績.人件費,スキーマ検証済,-,画面'当月実績'に'人件費'が実際に存在するか要確認,実画面で目視確認が必要,ダッシュボード表示画面,ダッシュボード表示,「予実対比」（実績算出・分析画面）で算出された指標をモニタリング表示。
49,ダッシュボード表示画面,当月実績,原価率,L1,A,画面間,計算項目,演算,画面間演算,月次レポート.原価率から参照,-,月次レポート.原価率,z_totals.sales_excluded,-,-,月次レポート.原価率,-,月次レポート.原価率 → 当月実績.原価率,演算検証済,インプット元: 月次レポート.原価率,画面'当月実績'に'原価率'が実際に存在するか要確認,実画面で目視確認が必要,ダッシュボード表示画面,ダッシュボード表示,「月次レポート」（実績算出・分析画面）で算出された指標をモニタリング表示。
50,ダッシュボード表示画面,当月実績,仕入費率,L1,A,画面間,計算項目,演算,画面間演算,月次集計.仕入費率から参照,-,月次集計.仕入費率,"infomart_transactions.total_tax_excluded, head_office_connected_service_sales_logs.sales_excluded",-,"インフォマート（仕入）, POS売上（日別集計）",月次集計.仕入費率,-,月次集計.仕入費率 → 当月実績.仕入費率,スキーマ検証済,-,画面'当月実績'に'仕入費率'が実際に存在するか要確認,実画面で目視確認が必要,ダッシュボード表示画面,ダッシュボード表示,「月次集計」（実績算出・分析画面）で算出された指標をモニタリング表示。
51,ダッシュボード表示画面,当月実績,平均売上税抜,L1,C,画面間,計算項目,演算,画面間演算,曜日別売上分析.平均売上(税抜)から参照,-,曜日別売上分析.平均売上(税抜),-,-,-,曜日別売上分析.平均売上(税抜),-,曜日別売上分析.平均売上(税抜) → 当月実績.平均売上(税抜),演算検証済,インプット元: 曜日別売上分析.平均売上(税抜),画面'当月実績'に'平均売上(税抜)'が実際に存在するか要確認,実画面で目視確認が必要,ダッシュボード表示画面,ダッシュボード表示,「曜日別売上分析」（分析画面）で算出された指標をモニタリング表示。
52,ダッシュボード表示画面,当月実績,FD原価率,L1,A,画面間,計算項目,演算,画面間演算,FD分析.FD原価率から参照,-,FD分析.FD原価率,z_totals.sales_excluded,-,-,FD分析.FD原価率,-,FD分析.FD原価率 → 当月実績.FD原価率,演算検証済,インプット元: FD分析.FD原価率,画面'当月実績'に'FD原価率'が実際に存在するか要確認,実画面で目視確認が必要,ダッシュボード表示画面,ダッシュボード表示,「FD分析」（分析画面）で算出された指標をモニタリング表示。
53,ダッシュボード表示画面,当月実績,予約客単価,L4b,A,画面間,計算項目,演算,画面間演算,流入分析.予約客単価から参照,-,流入分析.予約客単価,-,-,-,流入分析.予約客単価,-,流入分析.予約客単価 → 当月実績.予約客単価,演算検証済,インプット元: 流入分析.予約客単価,画面'当月実績'に'予約客単価'が実際に存在するか要確認,実画面で目視確認が必要,ダッシュボード表示画面,ダッシュボード表示,「流入分析」（分析画面）で算出された指標をモニタリング表示。
54,ダッシュボード表示画面,店舗別サマリー,売上目標,L3,B,-,予算設定（入力）,予算設定参照,月次予算設定で設定した予算値を参照,マスタ参照,monthly_budgets.value,-,monthly_budgets.profit,-,ユーザー入力（予算設定）,[入力]monthly_budgets.profit,"店舗別サマリー.売上進捗率, 店舗別サマリー.売上達成率",monthly_budgets.profit → 店舗別サマリー.売上目標,スキーマ検証済,-,売上目標がSUM(売上)なのは誤り？,予算マスタから取得すべきか確認必要,ダッシュボード表示画面,ダッシュボード表示,重要指標を先頭画面に表示（算出元: [入力]monthly_budgets）。
55,ダッシュボード表示画面,店舗別サマリー,売上達成率,L4a,A,画面間,計算項目,外部連携×ユーザー入力,POS売上と予算設定の組合せ,実績÷目標×100,店舗別サマリー.売上税抜 ÷ 予算設定.予算金額 × 100,-,"head_office_connected_service_sales_logs.sales_excluded, monthly_budgets.profit",ZTOTAL.sales_excluded,"POS売上（日別集計）, ユーザー入力（予算設定）","店舗別サマリー.売上税抜, 予算設定.予算金額",-,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded / monthly_budgets.profit → 店舗別サマリー.売上達成率,スキーマ検証済,-,-,-,ダッシュボード表示画面,ダッシュボード表示,"重要指標を先頭画面に表示（算出元: 店舗別サマリー, 予算設定）。"
56,ダッシュボード表示画面,店舗別サマリー,営業利益,L4a,S,画面間,計算項目,複数種類混在,POS+インフォマート+KOT+費用設定の組合せ,売上-仕入-人件費-経費,店舗別サマリー.売上税抜 - 予実対比.FD仕入 - 予実対比.人件費 - 予実対比.その他経費,-,"head_office_connected_service_sales_logs.sales_excluded, infomart_transactions.total_tax_excluded, head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs, monthly_costs.value","ZTOTAL.sales_excluded, infomart_transactions.total_tax_excluded, head_office_connected_service_labor_costs_logs.labor_costs","POS売上（日別集計）, インフォマート（仕入）, 勤怠（KOT/ジョブカン）, ユーザー入力（費用設定）","店舗別サマリー.売上税抜, 予実対比.FD仕入, 予実対比.人件費, 予実対比.その他経費",-,ZTOTAL.sales_excluded / tax_excluded_total / head_office_connected_service_labor_costs_logs.labor_costs → head_office_connected_service_sales_logs.sales_excluded / infomart_transactions.total_tax_excluded / head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs → 店舗別サマリー.営業利益,スキーマ検証済,-,-,-,ダッシュボード表示画面,ダッシュボード表示,"重要指標を先頭画面に表示（算出元: 予実対比, 店舗別サマリー）。"
57,ダッシュボード表示画面,店舗別サマリー,売上税抜,L0,S,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM店舗別,SUM(ZTOTAL.sales_excluded) GROUP BY shop_id,-,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,[外部]ZTOTAL.sales_excluded,-,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 店舗別サマリー.売上(税抜),スキーマ検証済,-,-,-,ダッシュボード表示画面,ダッシュボード表示,重要指標を先頭画面に表示（算出元: [外部]ZTOTAL）。
58,ダッシュボード表示画面,店舗別サマリー,売上進捗率,L4a,B,画面内,計算項目,外部連携×ユーザー入力,POS売上と予算設定の組合せ,累計÷目標×100,SUM(店舗別サマリー.売上税抜) ÷ 店舗別サマリー.売上目標 × 100,-,"head_office_connected_service_sales_logs.sales_excluded, monthly_budgets.profit",ZTOTAL.sales_excluded,"POS売上（日別集計）, ユーザー入力（予算設定）","店舗別サマリー.売上税抜, 店舗別サマリー.売上目標",-,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded / monthly_budgets.profit → 店舗別サマリー.売上進捗率,スキーマ検証済,-,-,-,ダッシュボード表示画面,ダッシュボード表示,重要指標を先頭画面に表示（算出元: 店舗別サマリー）。
59,ダッシュボード表示画面,店舗別サマリー,FD仕入率,L1,S,画面間,計算項目,外部連携×外部連携,インフォマート仕入とPOS売上の組合せ,仕入÷売上×100,予実対比.FD仕入 ÷ 店舗別サマリー.売上税抜 × 100,-,"infomart_transactions.total_tax_excluded, head_office_connected_service_sales_logs.sales_excluded","infomart_transactions.total_tax_excluded, ZTOTAL.sales_excluded","インフォマート（仕入）, POS売上（日別集計）","予実対比.FD仕入, 店舗別サマリー.売上税抜",-,tax_excluded_total / ZTOTAL.sales_excluded → infomart_transactions.total_tax_excluded / head_office_connected_service_sales_logs.sales_excluded → 店舗別サマリー.FD仕入率,スキーマ検証済,-,-,-,ダッシュボード表示画面,ダッシュボード表示,"重要指標を先頭画面に表示（算出元: 予実対比, 店舗別サマリー）。"
60,ダッシュボード表示画面,店舗別サマリー,人件費率,L1,S,画面間,計算項目,外部連携×外部連携,KOT人件費とPOS売上の組合せ,人件費÷売上×100,予実対比.人件費 ÷ 店舗別サマリー.売上税抜 × 100,-,"head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs, head_office_connected_service_sales_logs.sales_excluded","head_office_connected_service_labor_costs_logs.labor_costs, ZTOTAL.sales_excluded","勤怠（KOT/ジョブカン）, POS売上（日別集計）","予実対比.人件費, 店舗別サマリー.売上税抜",-,head_office_connected_service_labor_costs_logs.labor_costs / ZTOTAL.sales_excluded → head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs / head_office_connected_service_sales_logs.sales_excluded → 店舗別サマリー.人件費率,スキーマ検証済,-,-,-,ダッシュボード表示画面,ダッシュボード表示,"重要指標を先頭画面に表示（算出元: 予実対比, 店舗別サマリー）。"
61,ダッシュボード表示画面,店舗別サマリー,FD仕入,L0,A,画面間,計算項目,演算,画面間演算,予実対比.FD仕入から参照,-,予実対比.FD仕入,infomart_transactions.total_tax_excluded,-,インフォマート（仕入）,予実対比.FD仕入,-,予実対比.FD仕入 → 店舗別サマリー.FD仕入,演算検証済,インプット元: 予実対比.FD仕入,画面'店舗別サマリー'に'FD仕入'が実際に存在するか要確認,実画面で目視確認が必要,ダッシュボード表示画面,ダッシュボード表示,「予実対比」（実績算出・分析画面）で算出された指標をモニタリング表示。
62,ダッシュボード表示画面,店舗別サマリー,人件費,L0,A,画面間,計算項目,演算,画面間演算,予実対比.人件費から参照,-,予実対比.人件費,head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs,-,勤怠（KOT/ジョブカン）,予実対比.人件費,-,予実対比.人件費 → 店舗別サマリー.人件費,スキーマ検証済,-,画面'店舗別サマリー'に'人件費'が実際に存在するか要確認,実画面で目視確認が必要,ダッシュボード表示画面,ダッシュボード表示,「予実対比」（実績算出・分析画面）で算出された指標をモニタリング表示。
63,ダッシュボード表示画面,店舗別サマリー,その他経費,L3,A,画面間,計算項目,演算,画面間演算,予実対比.その他経費から参照,-,予実対比.その他経費,monthly_costs.value,-,ユーザー入力（費用設定）,予実対比.その他経費,-,予実対比.その他経費 → 店舗別サマリー.その他経費,スキーマ検証済,-,画面'店舗別サマリー'に'その他経費'が実際に存在するか要確認,実画面で目視確認が必要,ダッシュボード表示画面,ダッシュボード表示,「予実対比」（実績算出・分析画面）で算出された指標をモニタリング表示。
64,ダッシュボード表示画面,店舗別サマリー,予算金額,L3,C,画面間,計算項目,演算,画面間演算,予算設定.予算金額から参照,-,予算設定.予算金額,monthly_budgets.profit,-,-,予算設定.予算金額,-,予算設定.予算金額 → 店舗別サマリー.予算金額,スキーマ検証済,-,画面'店舗別サマリー'に'予算金額'が実際に存在するか要確認,実画面で目視確認が必要,ダッシュボード表示画面,ダッシュボード表示,「予算設定」（設定入力画面）で算出された指標をモニタリング表示。
65,ダッシュボード表示画面,店舗ラベル別サマリー,売上目標,L3,B,-,予算設定（入力）,予算設定参照,月次予算設定で設定した予算値を参照,マスタ参照,monthly_budgets.value,-,monthly_budgets.profit,-,ユーザー入力（予算設定）,[入力]monthly_budgets.profit,店舗ラベル別サマリー.売上達成率,monthly_budgets.profit → 店舗ラベル別サマリー.売上目標,スキーマ検証済,-,店舗ラベルのマスタ構造が不明,店舗ラベルマスタを確認必要,ダッシュボード表示画面,ダッシュボード表示,重要指標を先頭画面に表示（算出元: [入力]monthly_budgets）。
66,ダッシュボード表示画面,店舗ラベル別サマリー,売上達成率,L4a,A,画面間,計算項目,外部連携×ユーザー入力,POS売上と予算設定の組合せ,実績÷目標×100,店舗ラベル別サマリー.売上税抜 ÷ 予算設定.予算金額 × 100,-,"head_office_connected_service_sales_logs.sales_excluded, monthly_budgets.profit",ZTOTAL.sales_excluded,"POS売上（日別集計）, ユーザー入力（予算設定）","店舗ラベル別サマリー.売上税抜, 予算設定.予算金額",-,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded / monthly_budgets.profit → 店舗ラベル別サマリー.売上達成率,スキーマ検証済,-,-,-,ダッシュボード表示画面,ダッシュボード表示,"重要指標を先頭画面に表示（算出元: 予算設定, 店舗ラベル別サマリー）。"
67,ダッシュボード表示画面,店舗ラベル別サマリー,営業利益,L4a,S,画面間,計算項目,複数種類混在,POS+インフォマート+KOT+費用設定の組合せ,売上-仕入-人件費-経費,店舗ラベル別サマリー.売上税抜 - 予実対比.FD仕入 - 予実対比.人件費 - 予実対比.その他経費,-,"head_office_connected_service_sales_logs.sales_excluded, infomart_transactions.total_tax_excluded, head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs, monthly_costs.value","ZTOTAL.sales_excluded, infomart_transactions.total_tax_excluded, head_office_connected_service_labor_costs_logs.labor_costs","POS売上（日別集計）, インフォマート（仕入）, 勤怠（KOT/ジョブカン）, ユーザー入力（費用設定）","店舗ラベル別サマリー.売上税抜, 予実対比.FD仕入, 予実対比.人件費, 予実対比.その他経費",-,ZTOTAL.sales_excluded / tax_excluded_total / head_office_connected_service_labor_costs_logs.labor_costs → head_office_connected_service_sales_logs.sales_excluded / infomart_transactions.total_tax_excluded / head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs → 店舗ラベル別サマリー.営業利益,スキーマ検証済,-,-,-,ダッシュボード表示画面,ダッシュボード表示,"重要指標を先頭画面に表示（算出元: 予実対比, 店舗ラベル別サマリー）。"
68,ダッシュボード表示画面,店舗ラベル別サマリー,売上税抜,L0,S,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUMラベル別,SUM(ZTOTAL.sales_excluded) GROUP BY shop_label,-,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,[外部]ZTOTAL.sales_excluded,-,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 店舗ラベル別サマリー.売上(税抜),スキーマ検証済,-,-,-,ダッシュボード表示画面,ダッシュボード表示,重要指標を先頭画面に表示（算出元: [外部]ZTOTAL）。
69,ダッシュボード表示画面,店舗ラベル別サマリー,売上進捗率,L4a,B,画面間,計算項目,外部連携×ユーザー入力,POS売上と予算設定の組合せ,累計÷目標×100,SUM(店舗ラベル別サマリー.売上税抜) ÷ 予算設定.予算金額 × 100,-,"head_office_connected_service_sales_logs.sales_excluded, monthly_budgets.profit",ZTOTAL.sales_excluded,"POS売上（日別集計）, ユーザー入力（予算設定）","店舗ラベル別サマリー.売上税抜, 予算設定.予算金額",-,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded / monthly_budgets.profit → 店舗ラベル別サマリー.売上進捗率,スキーマ検証済,-,-,-,ダッシュボード表示画面,ダッシュボード表示,"重要指標を先頭画面に表示（算出元: 予算設定, 店舗ラベル別サマリー）。"
70,ダッシュボード表示画面,店舗ラベル別サマリー,FD仕入率,L1,S,画面間,計算項目,外部連携×外部連携,インフォマート仕入とPOS売上の組合せ,仕入÷売上×100,予実対比.FD仕入 ÷ 店舗ラベル別サマリー.売上税抜 × 100,-,"infomart_transactions.total_tax_excluded, head_office_connected_service_sales_logs.sales_excluded","infomart_transactions.total_tax_excluded, ZTOTAL.sales_excluded","インフォマート（仕入）, POS売上（日別集計）","予実対比.FD仕入, 店舗ラベル別サマリー.売上税抜",-,tax_excluded_total / ZTOTAL.sales_excluded → infomart_transactions.total_tax_excluded / head_office_connected_service_sales_logs.sales_excluded → 店舗ラベル別サマリー.FD仕入率,スキーマ検証済,-,-,-,ダッシュボード表示画面,ダッシュボード表示,"重要指標を先頭画面に表示（算出元: 予実対比, 店舗ラベル別サマリー）。"
71,ダッシュボード表示画面,店舗ラベル別サマリー,人件費率,L1,S,画面間,計算項目,外部連携×外部連携,KOT人件費とPOS売上の組合せ,人件費÷売上×100,予実対比.人件費 ÷ 店舗ラベル別サマリー.売上税抜 × 100,-,"head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs, head_office_connected_service_sales_logs.sales_excluded","head_office_connected_service_labor_costs_logs.labor_costs, ZTOTAL.sales_excluded","勤怠（KOT/ジョブカン）, POS売上（日別集計）","予実対比.人件費, 店舗ラベル別サマリー.売上税抜",-,head_office_connected_service_labor_costs_logs.labor_costs / ZTOTAL.sales_excluded → head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs / head_office_connected_service_sales_logs.sales_excluded → 店舗ラベル別サマリー.人件費率,スキーマ検証済,-,-,-,ダッシュボード表示画面,ダッシュボード表示,"重要指標を先頭画面に表示（算出元: 予実対比, 店舗ラベル別サマリー）。"
72,ダッシュボード表示画面,店舗ラベル別サマリー,人件費,L0,A,画面間,計算項目,演算,画面間演算,予実対比.人件費から参照,-,予実対比.人件費,head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs,-,勤怠（KOT/ジョブカン）,予実対比.人件費,-,予実対比.人件費 → 店舗ラベル別サマリー.人件費,スキーマ検証済,-,画面'店舗ラベル別サマリー'に'人件費'が実際に存在するか要確認,実画面で目視確認が必要,ダッシュボード表示画面,ダッシュボード表示,「予実対比」（実績算出・分析画面）で算出された指標をモニタリング表示。
73,ダッシュボード表示画面,年間予実対比(サマリー),客単価(ランチ),L1,A,画面間,計算項目,外部連携×外部連携,POS売上とPOS客数/商品等の組合せ,売上÷客数(会計日時11-15時フィルタ),時間帯別売上分析.ランチ売上税抜 ÷ 時間帯別売上分析.客数,-,"head_office_item_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers","TITEM.sales_excluded, ZTOTAL.customers","POS売上（商品別）, POS売上（日別集計）","時間帯別売上分析.ランチ売上税抜, 時間帯別売上分析.客数",-,TITEM.sales_excluded / ZTOTAL.customers → head_office_item_sales_logs.sales_excluded / head_office_connected_service_sales_logs.customers → 年間予実対比(サマリー).客単価(ランチ),スキーマ検証済,-,ランチ時間帯の客数取得方法が不明,時間帯別客数の取得ロジックを確認必要,ダッシュボード表示画面,ダッシュボード表示,重要指標を先頭画面に表示（算出元: 時間帯別売上分析）。
74,ダッシュボード表示画面,年間予実対比(サマリー),客単価(ディナー),L1,A,画面間,計算項目,外部連携×外部連携,POS売上とPOS客数/商品等の組合せ,売上÷客数(会計日時17-23時フィルタ),時間帯別売上分析.ディナー売上税抜 ÷ 時間帯別売上分析.客数,-,"head_office_item_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers","TITEM.sales_excluded, ZTOTAL.customers","POS売上（商品別）, POS売上（日別集計）","時間帯別売上分析.ディナー売上税抜, 時間帯別売上分析.客数",-,TITEM.sales_excluded / ZTOTAL.customers → head_office_item_sales_logs.sales_excluded / head_office_connected_service_sales_logs.customers → 年間予実対比(サマリー).客単価(ディナー),スキーマ検証済,-,-,-,ダッシュボード表示画面,ダッシュボード表示,重要指標を先頭画面に表示（算出元: 時間帯別売上分析）。
75,ダッシュボード表示画面,年間予実対比(サマリー),営業利益,L4a,S,画面間,計算項目,複数種類混在,POS+インフォマート+KOT+費用設定の組合せ,売上-仕入-人件費-経費,当月実績.売上税抜 - 予実対比.FD仕入 - 予実対比.人件費 - 予実対比.その他経費,-,monthly_costs.value,-,ユーザー入力（費用設定）,"当月実績.売上税抜, 予実対比.FD仕入, 予実対比.人件費, 予実対比.その他経費",-,monthly_costs.value → 年間予実対比(サマリー).営業利益,スキーマ検証済,-,-,-,ダッシュボード表示画面,ダッシュボード表示,"重要指標を先頭画面に表示（算出元: 予実対比, 当月実績）。"
76,ダッシュボード表示画面,年間予実対比(サマリー),FD仕入額,L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,SUM年間,SUM(infomart_transactions.total_tax_excluded) GROUP BY year,-,infomart_transactions.total_tax_excluded,infomart_transactions.total_tax_excluded,インフォマート（仕入）,[外部]infomart_transactions.total_tax_excluded,-,infomart_transactions.total_tax_excluded → infomart_transactions.total_tax_excluded → 年間予実対比(サマリー).FD仕入額,外部連携検証済,infomart_transactions.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-,ダッシュボード表示画面,ダッシュボード表示,重要指標を先頭画面に表示（算出元: [外部]tax_excluded_total）。
77,ダッシュボード表示画面,年間予実対比(サマリー),人件費額,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,SUM年間,SUM(head_office_connected_service_labor_costs_logs.labor_costs) GROUP BY year,-,head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs,head_office_connected_service_labor_costs_logs.labor_costs,勤怠（KOT/ジョブカン）,[外部]head_office_connected_service_labor_costs_logs.labor_costs,-,head_office_connected_service_labor_costs_logs.labor_costs → head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs → 年間予実対比(サマリー).人件費額,スキーマ検証済,-,-,-,ダッシュボード表示画面,ダッシュボード表示,重要指標を先頭画面に表示（算出元: [外部]labor_costs_logs）。
78,ダッシュボード表示画面,年間予実対比(サマリー),客単価,L1,A,画面間,計算項目,外部連携×外部連携,POS売上とPOS客数/商品等の組合せ,売上÷客数,当月実績.売上税抜 ÷ 感度分析.客数,-,"head_office_connected_service_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers","ZTOTAL.sales_excluded, ZTOTAL.customers",POS売上（日別集計）,"当月実績.売上税抜, 感度分析.客数",-,ZTOTAL.sales_excluded / ZTOTAL.customers → head_office_connected_service_sales_logs.sales_excluded / head_office_connected_service_sales_logs.customers → 年間予実対比(サマリー).客単価,スキーマ検証済,-,-,-,ダッシュボード表示画面,ダッシュボード表示,"重要指標を先頭画面に表示（算出元: 当月実績, 感度分析）。"
79,一覧表示画面,予算一覧,月次目標利益,L3,B,-,予算設定（入力）,予算設定参照,月次予算設定で設定した予算値を参照,マスタ参照,monthly_budgets.value,-,monthly_budgets.profit,-,ユーザー入力（予算設定）,[入力]monthly_budgets.profit,予算設定.月次目標利益,monthly_budgets.profit → 予算一覧.月次目標利益,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,重要指標を先頭画面に表示（算出元: [入力]monthly_budgets）。
80,一覧表示画面,予算一覧,目標FD仕入費率,L3,B,-,予算設定（入力）,予算設定参照,月次予算設定で設定した予算値を参照,マスタ参照,monthly_budgets.ratio,-,"monthly_budgets.food_cost_rate（またはlabor_cost_rate）, monthly_budgets.profit",-,ユーザー入力（予算設定）,[入力]monthly_budgets.food_cost_rate（またはlabor_cost_rate）,予算設定.目標FD仕入費率,monthly_budgets.food_cost_rate（またはlabor_cost_rate） / monthly_budgets.profit → 予算一覧.目標FD仕入費率,設定/入力検証済,データソース: 予算設定（入力）,-,-,ダッシュボード表示画面,ダッシュボード表示,重要指標を先頭画面に表示（算出元: [入力]monthly_budgets）。
81,一覧表示画面,予算一覧,目標PA人件費率,L3,S,-,予算設定（入力）,予算設定参照,月次予算設定で設定した予算値を参照,マスタ参照,monthly_budgets.ratio,-,"monthly_budgets.food_cost_rate（またはlabor_cost_rate）, monthly_budgets.profit",-,ユーザー入力（予算設定）,[入力]monthly_budgets.food_cost_rate（またはlabor_cost_rate）,予算設定.目標PA人件費率,monthly_budgets.food_cost_rate（またはlabor_cost_rate） / monthly_budgets.profit → 予算一覧.目標PA人件費率,設定/入力検証済,データソース: 予算設定（入力）,-,-,ダッシュボード表示画面,ダッシュボード表示,重要指標を先頭画面に表示（算出元: [入力]monthly_budgets）。
82,一覧表示画面,予算一覧,目標客単価,L3,A,-,予算設定（入力）,予算設定参照,月次予算設定で設定した予算値を参照,マスタ参照,monthly_budgets.value,-,monthly_budgets.profit,-,ユーザー入力（予算設定）,[入力]monthly_budgets.profit,予算設定.目標客単価,monthly_budgets.profit → 予算一覧.目標客単価,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,重要指標を先頭画面に表示（算出元: [入力]monthly_budgets）。
83,一覧表示画面,予算一覧,予算金額,L3,C,画面間,計算項目,演算,画面間演算,予算設定.予算金額から参照,-,予算設定.予算金額,monthly_budgets.profit,-,-,予算設定.予算金額,-,予算設定.予算金額 → 予算一覧.予算金額,スキーマ検証済,-,画面'予算一覧'に'予算金額'が実際に存在するか要確認,実画面で目視確認が必要,一覧表示画面,一覧表示,「予算設定」（設定入力画面）で算出された指標をモニタリング表示。
84,一覧表示画面,予算一覧,予算比率,L3,C,画面間,計算項目,演算,画面間演算,予算設定.予算比率から参照,-,予算設定.予算比率,monthly_budgets.food_cost_rate（またはlabor_cost_rate）,-,-,予算設定.予算比率,-,予算設定.予算比率 → 予算一覧.予算比率,演算検証済,インプット元: 予算設定.予算比率,画面'予算一覧'に'予算比率'が実際に存在するか要確認,実画面で目視確認が必要,一覧表示画面,一覧表示,「予算設定」（設定入力画面）で算出された指標をモニタリング表示。
85,一覧表示画面,予算一覧(予算設定値),目標客単価 (ランチ),L3,A,-,予算設定（入力）,予算設定参照,月次予算設定で設定した予算値を参照,マスタ参照,monthly_budgets.target_avg_per_customer_lunch,-,"monthly_budgets.target_avg_per_customer_lunch（予算入力）, monthly_budgets.profit",-,ユーザー入力（予算設定）,[入力]monthly_budgets.target_avg_per_customer_lunch（予算入力）,-,monthly_budgets.target_avg_per_customer_lunch（予算入力） / monthly_budgets.profit → 予算一覧(予算設定値).目標客単価 (ランチ),設定/入力検証済,データソース: 予算設定（入力）,monthly_budgetsに該当カラムがあるか不明,予算マスタのスキーマを確認必要,設定入力画面,設定入力,ユーザーが入力する予算設定値（算出元: [入力]monthly_budgets）。
86,一覧表示画面,予算一覧(予算設定値),目標客単価 (ディナー),L3,A,-,予算設定（入力）,予算設定参照,月次予算設定で設定した予算値を参照,マスタ参照,monthly_budgets.target_avg_per_customer_dinner,-,"monthly_budgets.target_avg_per_customer_dinner（予算入力）, monthly_budgets.profit",-,ユーザー入力（予算設定）,[入力]monthly_budgets.target_avg_per_customer_dinner（予算入力）,-,monthly_budgets.target_avg_per_customer_dinner（予算入力） / monthly_budgets.profit → 予算一覧(予算設定値).目標客単価 (ディナー),設定/入力検証済,データソース: 予算設定（入力）,-,-,設定入力画面,設定入力,ユーザーが入力する予算設定値（算出元: [入力]monthly_budgets）。
87,一覧表示画面,予算一覧(予算設定値),月次目標利益,L3,B,-,予算設定（入力）,予算設定参照,月次予算設定で設定した予算値を参照,マスタ参照,monthly_budgets.value,-,monthly_budgets.profit,-,ユーザー入力（予算設定）,[入力]monthly_budgets.profit,-,monthly_budgets.profit → 予算一覧(予算設定値).月次目標利益,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,ユーザーが入力する予算設定値（算出元: [入力]monthly_budgets）。
88,一覧表示画面,予算一覧(予算設定値),目標FD仕入費率,L3,B,-,予算設定（入力）,予算設定参照,月次予算設定で設定した予算値を参照,マスタ参照,monthly_budgets.ratio,-,"monthly_budgets.food_cost_rate（またはlabor_cost_rate）, monthly_budgets.profit",-,ユーザー入力（予算設定）,[入力]monthly_budgets.food_cost_rate（またはlabor_cost_rate）,-,monthly_budgets.food_cost_rate（またはlabor_cost_rate） / monthly_budgets.profit → 予算一覧(予算設定値).目標FD仕入費率,設定/入力検証済,データソース: 予算設定（入力）,-,-,設定入力画面,設定入力,ユーザーが入力する予算設定値（算出元: [入力]monthly_budgets）。
