345,一覧表示画面,予算一覧（予算構成）,IT費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = 'IT費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧（予算構成）.IT費,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,低,中,中,監視継続
346,一覧表示画面,予算一覧（予算構成）,ガス代,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = 'ガス代',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧（予算構成）.ガス代,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,低,中,中,監視継続
347,一覧表示画面,予算一覧（予算構成）,サービス費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = 'サービス費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧（予算構成）.サービス費,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,低,中,中,監視継続
348,一覧表示画面,予算一覧（予算構成）,保守修繕費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '保守修繕費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧（予算構成）.保守修繕費,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,低,中,中,監視継続
349,一覧表示画面,予算一覧（予算構成）,外注費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '外注費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧（予算構成）.外注費,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,低,中,中,監視継続
350,一覧表示画面,予算一覧（予算構成）,支払手数料,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '支払手数料',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧（予算構成）.支払手数料,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,低,中,中,監視継続
351,一覧表示画面,予算一覧（予算構成）,水道代,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '水道代',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧（予算構成）.水道代,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,低,中,中,監視継続
352,一覧表示画面,予算一覧（予算構成）,消耗品費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '消耗品費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧（予算構成）.消耗品費,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,低,中,中,監視継続
353,一覧表示画面,予算一覧（予算構成）,衛生費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '衛生費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧（予算構成）.衛生費,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,低,中,中,監視継続
354,一覧表示画面,予算一覧（予算構成）,調査費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '調査費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧（予算構成）.調査費,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,低,中,中,監視継続
355,一覧表示画面,予算一覧（予算構成）,諸会費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '諸会費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧（予算構成）.諸会費,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,低,中,中,監視継続
356,一覧表示画面,予算一覧（予算構成）,警備料,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '警備料',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧（予算構成）.警備料,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,低,中,中,監視継続
357,一覧表示画面,予算一覧（予算構成）,販売促進費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '販売促進費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧（予算構成）.販売促進費,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,低,中,中,監視継続
358,一覧表示画面,予算一覧（予算構成）,販売管理費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '販売管理費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧（予算構成）.販売管理費,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,低,中,中,監視継続
359,一覧表示画面,予算一覧（予算構成）,通信費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '通信費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧（予算構成）.通信費,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,低,中,中,監視継続
360,一覧表示画面,予算一覧（予算構成）,雑費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '雑費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧（予算構成）.雑費,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,低,中,中,監視継続
361,一覧表示画面,予算一覧（予算構成）,電気代,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '電気代',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧（予算構成）.電気代,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,低,中,中,監視継続
362,一覧表示画面,予算一覧（予算構成）,営業利益,L4a,S,画面内,計算項目,実績参照,分析画面で算出された値を参照表示,参照表示,予算一覧（予算構成）.売上 計 - 予算一覧（予算構成）.FLコスト 計 - 予算一覧（予算構成）.その他経費 計,-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧（予算構成）.営業利益,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,実績値を算出（定義元）。予実差額や各種比率の算出に使用。,低,高,中,事前計算検討
363,一覧表示画面,予算一覧（予算構成）,フード売上ランチ,L0,C,-,POS（売上・客数）,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,SUM(TITEM.sales_excluded) WHERE category = 'フード' AND order_time BETWEEN 11:00 AND 15:00,-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,-,TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 予算一覧（予算構成）.フード売上ランチ,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。,低,低,低,通常対応
364,一覧表示画面,予算一覧（予算構成）,フード売上ディナー,L0,C,-,POS（売上・客数）,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,SUM(TITEM.sales_excluded) WHERE category = 'フード' AND order_time BETWEEN 17:00 AND 23:00,-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,-,TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 予算一覧（予算構成）.フード売上ディナー,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。,低,低,低,通常対応
365,一覧表示画面,予算一覧（予算構成）,ドリンク売上ランチ,L0,C,-,POS（売上・客数）,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,SUM(TITEM.sales_excluded) WHERE category = 'ドリンク' AND order_time BETWEEN 11:00 AND 15:00,-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,-,TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 予算一覧（予算構成）.ドリンク売上ランチ,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。,低,低,低,通常対応
366,一覧表示画面,予算一覧（予算構成）,ドリンク売上ディナー,L0,C,-,POS（売上・客数）,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,SUM(TITEM.sales_excluded) WHERE category = 'ドリンク' AND order_time BETWEEN 17:00 AND 23:00,-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,-,TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 予算一覧（予算構成）.ドリンク売上ディナー,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。,低,低,低,通常対応
367,一覧表示画面,予算一覧（予算構成）,フード仕入,L0,C,-,インフォマート（仕入）,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,SUM(infomart_transactions.total_tax_excluded) WHERE category = 'フード',-,infomart_transactions.total_tax_excluded,infomart_transactions.total_tax_excluded,インフォマート（仕入）,[外部]infomart_transactions.total_tax_excluded,-,infomart_transactions.total_tax_excluded → infomart_transactions.total_tax_excluded → 予算一覧（予算構成）.フード仕入,外部連携検証済,infomart_transactions.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-,一覧表示画面,一覧表示,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。,低,低,低,通常対応
368,一覧表示画面,予算一覧（予算構成）,ドリンク仕入,L0,C,-,インフォマート（仕入）,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,SUM(infomart_transactions.total_tax_excluded) WHERE category = 'ドリンク',-,infomart_transactions.total_tax_excluded,infomart_transactions.total_tax_excluded,インフォマート（仕入）,[外部]infomart_transactions.total_tax_excluded,-,infomart_transactions.total_tax_excluded → infomart_transactions.total_tax_excluded → 予算一覧（予算構成）.ドリンク仕入,外部連携検証済,infomart_transactions.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-,一覧表示画面,一覧表示,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。,低,低,低,通常対応
369,一覧表示画面,予算一覧（予算構成）,固定人件費,L0,C,-,KOT（勤怠・人件費）,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,SUM(head_office_connected_service_labor_costs_logs.labor_costs) WHERE employee_type = '月給者',-,head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs,head_office_connected_service_labor_costs_logs.labor_costs,勤怠（KOT/ジョブカン）,[外部]head_office_connected_service_labor_costs_logs.labor_costs,-,head_office_connected_service_labor_costs_logs.labor_costs → head_office_connected_service_head_office_connected_service_labor_costs_logs.labor_costs → 予算一覧（予算構成）.固定人件費,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。,低,低,低,通常対応
370,一覧表示画面,予算一覧（予算構成）,PA人件費,L0,C,-,KOT（勤怠・人件費）,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,SUM(head_office_employee_working_records.daily_cost),-,head_office_employee_working_records.daily_cost,head_office_employee_working_records.daily_cost,-,[外部]head_office_employee_working_records.daily_cost,-,head_office_employee_working_records.daily_cost → head_office_employee_working_records.daily_cost → 予算一覧（予算構成）.PA人件費,外部連携検証済,データソース: KOT（勤怠・人件費）,-,-,一覧表示画面,一覧表示,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。,低,低,低,通常対応
371,一覧表示画面,予算一覧（予算構成）,ヘルプ人件費,L1,C,画面間,計算項目,実績参照,分析画面で算出された値を参照表示,参照表示,店舗別人件費.ヘルプ人件費 - 店舗別人件費.ヘルプ人件費マイナス,-,"head_office_connected_service_labor_costs_logs.help_costs, head_office_connected_service_head_office_connected_service_labor_costs_logs.help_costs_minus","help_costs, help_costs_minus",-,-,-,help_costs / help_costs_minus → head_office_connected_service_labor_costs_logs.help_costs / head_office_connected_service_head_office_connected_service_labor_costs_logs.help_costs_minus → 予算一覧（予算構成）.ヘルプ人件費,AI推測,-,-,-,実績算出・分析画面,実績算出,実績値を算出（定義元）。予実差額や各種比率の算出に使用。,低,中,中,監視継続
372,一覧表示画面,予算一覧（予算構成）,地代家賃,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目=家賃,monthly_costs.value WHERE cost_item = '家賃',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧（予算構成）.地代家賃,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,低,中,中,監視継続
373,一覧表示画面,予算一覧（予算構成）,資材費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目=資材費,monthly_costs.value WHERE cost_item = '資材費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧（予算構成）.資材費,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,低,中,中,監視継続
374,一覧表示画面,予算一覧（予算構成）,減価償却費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目=減価償却費,monthly_costs.value WHERE cost_item = '減価償却費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧（予算構成）.減価償却費,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,低,中,中,監視継続
375,一覧表示画面,予算一覧（予算構成）,ｸﾚｼﾞｯﾄ手数料,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = 'クレジット手数料',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧（予算構成）.ｸﾚｼﾞｯﾄ手数料,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,低,中,中,監視継続
376,一覧表示画面,予算一覧（予算設定値）,月次目標利益,L3,B,-,予算設定（入力）,予算設定参照,月次予算設定.目標月次利益を参照表示,マスタ参照,monthly_budgets.value,-,monthly_budgets.profit,-,ユーザー入力（予算設定）,月次予算設定.目標月次利益,-,monthly_budgets.profit → 予算一覧（予算設定値）.月次目標利益,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,ユーザーが入力する予算設定値（算出元: [入力]monthly_budgets）。,低,中,中,監視継続
377,一覧表示画面,予算一覧（予算設定値）,目標FD仕入費率,L3,B,-,予算設定（入力）,予算設定参照,月次予算設定.FD仕入比率を参照表示,マスタ参照,monthly_budgets.ratio,-,"monthly_budgets.food_cost_rate（またはlabor_cost_rate）, monthly_budgets.profit",-,月次予算設定.FD仕入比率,[入力]monthly_budgets.food_cost_rate（またはlabor_cost_rate）,-,monthly_budgets.food_cost_rate（またはlabor_cost_rate） / monthly_budgets.profit → 予算一覧（予算設定値）.目標FD仕入費率,設定/入力検証済,データソース: 予算設定（入力）,-,-,設定入力画面,設定入力,ユーザーが入力する予算設定値（算出元: [入力]monthly_budgets）。,中,中,中,監視継続
378,一覧表示画面,予算一覧（予算設定値）,目標PA人件費率,L3,S,-,予算設定（入力）,予算設定参照,月次予算設定.PA人件費率を参照表示,マスタ参照,monthly_budgets.ratio,-,"monthly_budgets.food_cost_rate（またはlabor_cost_rate）, monthly_budgets.profit",-,月次予算設定.PA人件費率,[入力]monthly_budgets.food_cost_rate（またはlabor_cost_rate）,-,monthly_budgets.food_cost_rate（またはlabor_cost_rate） / monthly_budgets.profit → 予算一覧（予算設定値）.目標PA人件費率,設定/入力検証済,データソース: 予算設定（入力）,-,-,設定入力画面,設定入力,ユーザーが入力する予算設定値（算出元: [入力]monthly_budgets）。,中,中,中,監視継続
379,一覧表示画面,予算一覧（予算設定値）,目標客単価,L3,A,-,予算設定（入力）,予算設定参照,月次予算設定.目標客単価（税抜）を参照表示,マスタ参照,monthly_budgets.value,-,monthly_budgets.profit,-,ユーザー入力（予算設定）,月次予算設定.目標客単価（税抜）,-,monthly_budgets.profit → 予算一覧（予算設定値）.目標客単価,スキーマ検証済,-,-,-,一覧表示画面,一覧表示,ユーザーが入力する予算設定値（算出元: [入力]monthly_budgets）。,低,中,中,監視継続
380,一覧表示画面,商品仕入単価,アイテム,L0,D,-,インフォマート（仕入）,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,detail_list.item_name,-,infomart_order_details.item_name,detail_list.item_name,-,[外部]detail_list.item_name,平均単価推移.仕入商品ラベル,detail_list.item_name → infomart_order_details.item_name → 商品仕入単価.アイテム,外部連携検証済,detail_list.item_name → infomart_transactions.item_name,-,-,分析画面,既存指標,実画面に表示されている指標（分析画面）。,中,低,中,監視継続
381,一覧表示画面,商品仕入単価,金額（税抜）,L0,C,-,インフォマート（仕入）,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,SUM(detail_list.price) GROUP BY item_name,-,infomart_order_details.price,detail_list.price,-,[外部]detail_list.price,商品仕入単価.単価,detail_list.price → infomart_order_details.price → 商品仕入単価.金額税抜,外部連携検証済,detail_list.price → infomart_transactions.price,-,-,分析画面,既存指標,実画面に表示されている指標（分析画面）。,中,低,中,監視継続
382,一覧表示画面,商品仕入単価,数量,L0,C,-,インフォマート（仕入）,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,SUM(detail_list.num) GROUP BY item_name,-,infomart_order_details.num,detail_list.num,-,[外部]detail_list.num,"商品仕入単価.単価, 平均単価推移.数量",detail_list.num → infomart_order_details.num → 商品仕入単価.数量,外部連携検証済,detail_list.num → infomart_transactions.num,-,-,分析画面,既存指標,実画面に表示されている指標（分析画面）。,中,低,中,監視継続
383,一覧表示画面,商品仕入単価,単価,L1,C,画面内,計算項目,実績参照,分析画面で算出された値を参照表示,参照表示,商品仕入単価.金額税抜 ÷ 商品仕入単価.数量,-,"infomart_order_details.price, infomart_order_details.num","detail_list.price, detail_list.num",-,商品仕入単価.数量,平均単価推移.平均単価,detail_list.price / detail_list.num → infomart_order_details.price / infomart_order_details.num → 商品仕入単価.単価,外部連携検証済,detail_list.price → infomart_transactions.price,-,-,分析画面,既存指標,実画面に表示されている指標（分析画面）。,低,中,中,監視継続
384,一覧表示画面,棚卸詳細,実施日,L3,D,-,費用・棚卸（入力）,ユーザー入力単独,棚卸画面での直接入力,日付,inventories.date,-,inventories.date,-,ユーザー入力（棚卸）,-,-,inventories.date → 棚卸詳細.実施日,設定/入力検証済,データソース: 費用・棚卸（入力）,-,-,一覧表示画面,一覧表示,棚卸データの一覧表示,低,中,中,監視継続
385,一覧表示画面,棚卸詳細,カテゴリ,L3,D,-,ラベルマスタ（設定）,マスタ参照表示,マスタから取得して表示,マスタ参照,labels.name,-,labels.name,-,マスタ参照,-,-,labels.name → 棚卸詳細.カテゴリ,設定/入力検証済,データソース: ラベルマスタ（設定）,-,-,一覧表示画面,一覧表示,棚卸データの一覧表示,低,中,中,監視継続
386,一覧表示画面,棚卸詳細,在庫数量,L3,C,-,費用・棚卸（入力）,ユーザー入力単独,棚卸画面での直接入力,入力値,inventory_items.num,-,inventory_items.num,-,ユーザー入力（棚卸）,-,-,inventory_items.num → 棚卸詳細.在庫数量,設定/入力検証済,データソース: 費用・棚卸（入力）,-,-,一覧表示画面,一覧表示,棚卸データの一覧表示,低,中,中,監視継続
387,一覧表示画面,棚卸詳細,商品単価,L3,C,-,費用・棚卸（入力）,ユーザー入力単独,棚卸画面での直接入力,入力値,inventory_items.price,-,inventory_items.price,-,ユーザー入力（棚卸）,-,-,inventory_items.price → 棚卸詳細.商品単価,設定/入力検証済,データソース: 費用・棚卸（入力）,-,-,一覧表示画面,一覧表示,棚卸データの一覧表示,低,中,中,監視継続
388,一覧表示画面,棚卸詳細,小計,L1,C,画面内,計算項目,実績参照,分析画面で算出された値を参照表示,参照表示,棚卸詳細.在庫数量 × 棚卸詳細.商品単価,-,"inventory_items.num, inventory_items.price",-,画面内演算,-,-,inventory_items.num × inventory_items.price → 棚卸詳細.小計,演算検証済,在庫数量×商品単価,-,-,一覧表示画面,一覧表示,棚卸データの一覧表示,低,中,中,監視継続
389,一覧表示画面,納品書管理,納品書ID,L2,D,-,インフォマート（仕入）,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,infomart_transactions.id,-,infomart_transactions.id,-,インフォマート（仕入）,-,-,infomart_transactions.id → 納品書管理.納品書ID,外部連携検証済,データソース: インフォマート（仕入）,-,-,一覧表示画面,一覧表示,納品書データの一覧表示,低,中,中,監視継続
390,一覧表示画面,納品書管理,受付日時,L2,D,-,インフォマート（仕入）,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,infomart_transactions.received_at,-,infomart_transactions.received_at,-,インフォマート（仕入）,-,-,infomart_transactions.received_at → 納品書管理.受付日時,外部連携検証済,データソース: インフォマート（仕入）,-,-,一覧表示画面,一覧表示,納品書データの一覧表示,低,中,中,監視継続
391,一覧表示画面,納品書管理,納品日,L2,D,-,インフォマート（仕入）,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,infomart_transactions.delivery_date,-,infomart_transactions.delivery_date,-,インフォマート（仕入）,-,-,infomart_transactions.delivery_date → 納品書管理.納品日,外部連携検証済,データソース: インフォマート（仕入）,-,-,一覧表示画面,一覧表示,納品書データの一覧表示,低,中,中,監視継続
392,一覧表示画面,納品書管理,店舗名,L2,D,-,店舗マスタ（設定）,マスタ参照表示,マスタから取得して表示,マスタ参照,shops.name,-,shops.name,-,マスタ参照,-,-,shops.name → 納品書管理.店舗名,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-,一覧表示画面,一覧表示,納品書データの一覧表示,低,中,中,監視継続
393,一覧表示画面,納品書管理,処理ステータス,L2,D,-,インフォマート（仕入）,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,infomart_transactions.status,-,infomart_transactions.status,-,インフォマート（仕入）,-,-,infomart_transactions.status → 納品書管理.処理ステータス,外部連携検証済,データソース: インフォマート（仕入）,-,-,一覧表示画面,一覧表示,納品書データの一覧表示,低,中,中,監視継続
394,一覧表示画面,納品書管理,発注先,L2,D,-,インフォマート（仕入）,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,infomart_transactions.client_name,-,infomart_transactions.client_name,-,インフォマート（仕入）,-,-,infomart_transactions.client_name → 納品書管理.発注先,外部連携検証済,データソース: インフォマート（仕入）,-,-,一覧表示画面,一覧表示,納品書データの一覧表示,低,中,中,監視継続
395,一覧表示画面,納品書詳細,納品書ID,L2,D,-,インフォマート（仕入）,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,infomart_transactions.id,-,infomart_transactions.id,-,インフォマート（仕入）,-,-,infomart_transactions.id → 納品書詳細.納品書ID,外部連携検証済,データソース: インフォマート（仕入）,-,-,一覧表示画面,一覧表示,納品書詳細データの一覧表示,低,中,中,監視継続
396,一覧表示画面,納品書詳細,発注者,L2,D,-,インフォマート（仕入）,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,infomart_transactions.orderer_name,-,infomart_transactions.orderer_name,-,インフォマート（仕入）,-,-,infomart_transactions.orderer_name → 納品書詳細.発注者,外部連携検証済,データソース: インフォマート（仕入）,-,-,一覧表示画面,一覧表示,納品書詳細データの一覧表示,低,中,中,監視継続
397,一覧表示画面,納品書詳細,受注者,L2,D,-,インフォマート（仕入）,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,infomart_transactions.client_name,-,infomart_transactions.client_name,-,インフォマート（仕入）,-,-,infomart_transactions.client_name → 納品書詳細.受注者,外部連携検証済,データソース: インフォマート（仕入）,-,-,一覧表示画面,一覧表示,納品書詳細データの一覧表示,低,中,中,監視継続
398,一覧表示画面,納品書詳細,処理ステータス,L2,D,-,インフォマート（仕入）,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,infomart_transactions.status,-,infomart_transactions.status,-,インフォマート（仕入）,-,-,infomart_transactions.status → 納品書詳細.処理ステータス,外部連携検証済,データソース: インフォマート（仕入）,-,-,一覧表示画面,一覧表示,納品書詳細データの一覧表示,低,中,中,監視継続
399,一覧表示画面,納品書詳細,納品日,L2,D,-,インフォマート（仕入）,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,infomart_transactions.delivery_date,-,infomart_transactions.delivery_date,-,インフォマート（仕入）,-,-,infomart_transactions.delivery_date → 納品書詳細.納品日,外部連携検証済,データソース: インフォマート（仕入）,-,-,一覧表示画面,一覧表示,納品書詳細データの一覧表示,低,中,中,監視継続

■ ダッシュボード表示画面 (33指標 / 8画面)
No,画面タイプ,画面タイトル,指標名,独自指標レベル,経営重要度,演算範囲,データソース区分,指標タイプ,指標タイプ詳細,演算ロジック,演算式詳細,中間画面名.画面指標名,ラクミーテーブル名.カラム名,外部連携テーブル名.テーブル列名,外部連携グループ名,インプット元（画面名.指標名）,アウトプット先（画面名.画面指標名）,データリネージュ（完全版）,判断,AI推測の理由,不明点,改善,画面カテゴリ,指標区分,指標区分の説明,参照頻度,演算コスト,システム負荷,推奨対応
400,ダッシュボード表示画面,主要KPI指標,坪月商,L4a,B,画面間,計算項目,実績参照,分析画面で算出された値を参照表示,参照表示,当月実績.売上（税抜） ÷ 店舗マスタ.坪数,-,"head_office_connected_service_sales_logs.sales_excluded, shops.total_area_num",ZTOTAL.sales_excluded,POS売上（日別集計）,当月実績.売上（税抜）,-,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded / shops.total_area_num → 主要KPI指標.坪月商,スキーマ検証済,-,坪数マスタの取得元テーブル未確認,店舗マスタに坪数カラムがあるか確認必要,ダッシュボード表示画面,ダッシュボード表示,"重要指標を先頭画面に表示（算出元: 店舗マスタ, 当月実績）。",中,高,高,事前計算・非同期処理
