次数,ターゲット,画面タイトル,画面タイプ,1次指標名,2次指標名,3次指標名,4次指標名,5次指標名,計算レイヤー,スコープ,用途・機能説明,概念式／演算ロジック,判断基準・閾値目安,依存先指標,データ基盤要件,V89No/戦略No
3次,店長,年間予実対比,分析画面,,,月次実績_FLコスト 計,,,L2-S,単店舗(画面内),-,月次実績_FD仕入 計 + 月次実績_人件費 計,-,"年間予実対比.月次実績_FD仕入 計, 年間予実対比.月次実績_人件費 計",既存(V89/V69),501
3次,店長,年間予実対比,分析画面,,,月次実績_営業利益,,,L2-S,単店舗(画面内),-,月次実績_総売上 計 - 月次実績_FLコスト 計 - 月次実績_その他経費 計,-,"年間予実対比.月次実績_総売上 計, 年間予実対比.月次実績_FLコスト 計, 年間予実対比.月次実績_その他経費 計",既存(V89/V69),505
3次,店長,年間予実対比,分析画面,,,月次予算_FLコスト 計,,,L2-S,単店舗(画面内),-,月次予算_FD仕入 計 + 月次予算_人件費 計,-,"年間予実対比.月次予算_FD仕入 計, 年間予実対比.月次予算_人件費 計",既存(V89/V69),510
3次,店長,年間予実対比,分析画面,,,月次予算_営業利益,,,L2-S,単店舗(画面内),-,月次予算_総売上 計 - 月次予算_FLコスト 計 - 月次予算_その他経費 計,-,"年間予実対比.月次予算_総売上 計, 年間予実対比.月次予算_FLコスト 計, 年間予実対比.月次予算_その他経費 計",既存(V89/V69),514
3次,店長,年間予実対比,分析画面,,,予算構成比_総売上 計,,,L2-S,単店舗(画面内),-,月次予算_総売上 計 ÷ 月次予算_総売上 計 × 100,-,年間予実対比.月次予算_総売上 計,既存(V89/V69),515
3次,店長,年間予実対比,分析画面,,,予算構成比_フード売上 計,,,L2-S,単店舗(画面内),-,月次予算_フード売上 計 ÷ 月次予算_総売上 計 × 100,-,"年間予実対比.月次予算_フード売上 計, 年間予実対比.月次予算_総売上 計",既存(V89/V69),516
3次,店長,年間予実対比,分析画面,,,予算構成比_ドリンク売上 計,,,L2-S,単店舗(画面内),-,月次予算_ドリンク売上 計 ÷ 月次予算_総売上 計 × 100,-,"年間予実対比.月次予算_ドリンク売上 計, 年間予実対比.月次予算_総売上 計",既存(V89/V69),517
3次,店長,年間予実対比,分析画面,,,予算構成比_その他売上 計,,,L2-S,単店舗(画面内),-,月次予算_その他売上 計 ÷ 月次予算_総売上 計 × 100,-,"年間予実対比.月次予算_その他売上 計, 年間予実対比.月次予算_総売上 計",既存(V89/V69),518
3次,店長,年間予実対比,分析画面,,,予算構成比_FLコスト 計,,,L2-S,単店舗(画面内),-,月次予算_FLコスト 計 ÷ 月次予算_総売上 計 × 100,-,"年間予実対比.月次予算_FLコスト 計, 年間予実対比.月次予算_総売上 計",既存(V89/V69),519
3次,店長,年間予実対比,分析画面,,,予算構成比_FD仕入 計,,,L2-S,単店舗(画面内),-,月次予算_FD仕入 計 ÷ 月次予算_総売上 計 × 100,-,"年間予実対比.月次予算_FD仕入 計, 年間予実対比.月次予算_総売上 計",既存(V89/V69),520
3次,店長,年間予実対比,分析画面,,,予算構成比_人件費 計,,,L2-S,単店舗(画面内),-,月次予算_人件費 計 ÷ 月次予算_総売上 計 × 100,-,"年間予実対比.月次予算_人件費 計, 年間予実対比.月次予算_総売上 計",既存(V89/V69),521
3次,店長,年間予実対比,分析画面,,,予算構成比_その他経費 計,,,L2-S,単店舗(画面内),-,月次予算_その他経費 計 ÷ 月次予算_総売上 計 × 100,-,"年間予実対比.月次予算_その他経費 計, 年間予実対比.月次予算_総売上 計",既存(V89/V69),522
3次,店長,年間予実対比,分析画面,,,予算構成比_営業利益,,,L2-S,単店舗(画面内),-,月次予算_営業利益 ÷ 月次予算_総売上 計 × 100,-,"年間予実対比.月次予算_営業利益, 年間予実対比.月次予算_総売上 計",既存(V89/V69),523
3次,店長,年間予実対比,分析画面,,,予実差額_総売上 計,,,L2-S,単店舗(画面内),-,月次実績_総売上 計 - 月次予算_総売上 計,-,"年間予実対比.月次実績_総売上 計, 年間予実対比.月次予算_総売上 計",既存(V89/V69),524
3次,店長,年間予実対比,分析画面,,,予実差額_フード売上 計,,,L2-S,単店舗(画面内),-,月次実績_フード売上 計 - 月次予算_フード売上 計,-,"年間予実対比.月次実績_フード売上 計, 年間予実対比.月次予算_フード売上 計",既存(V89/V69),525
3次,店長,年間予実対比,分析画面,,,予実差額_ドリンク売上 計,,,L2-S,単店舗(画面内),-,月次実績_ドリンク売上 計 - 月次予算_ドリンク売上 計,-,"年間予実対比.月次実績_ドリンク売上 計, 年間予実対比.月次予算_ドリンク売上 計",既存(V89/V69),526
3次,店長,年間予実対比,分析画面,,,予実差額_その他売上 計,,,L2-S,単店舗(画面内),-,月次実績_その他売上 計 - 月次予算_その他売上 計,-,"年間予実対比.月次実績_その他売上 計, 年間予実対比.月次予算_その他売上 計",既存(V89/V69),527
3次,店長,年間予実対比,分析画面,,,予実差額_FLコスト 計,,,L2-S,単店舗(画面内),-,月次実績_FLコスト 計 - 月次予算_FLコスト 計,-,"年間予実対比.月次実績_FLコスト 計, 年間予実対比.月次予算_FLコスト 計",既存(V89/V69),528
3次,店長,年間予実対比,分析画面,,,予実差額_FD仕入 計,,,L2-S,単店舗(画面内),-,月次実績_FD仕入 計 - 月次予算_FD仕入 計,-,"年間予実対比.月次実績_FD仕入 計, 年間予実対比.月次予算_FD仕入 計",既存(V89/V69),529
3次,店長,年間予実対比,分析画面,,,予実差額_人件費 計,,,L2-S,単店舗(画面内),-,月次実績_人件費 計 - 月次予算_人件費 計,-,"年間予実対比.月次実績_人件費 計, 年間予実対比.月次予算_人件費 計",既存(V89/V69),530
3次,店長,年間予実対比,分析画面,,,予実差額_その他経費 計,,,L2-S,単店舗(画面内),-,月次実績_その他経費 計 - 月次予算_その他経費 計,-,"年間予実対比.月次実績_その他経費 計, 年間予実対比.月次予算_その他経費 計",既存(V89/V69),531
3次,店長,年間予実対比,分析画面,,,予実差額_営業利益,,,L2-S,単店舗(画面内),-,月次実績_営業利益 - 月次予算_営業利益,-,"年間予実対比.月次実績_営業利益, 年間予実対比.月次予算_営業利益",既存(V89/V69),532
3次,店長,年間予実対比,分析画面,,,予算対比率_総売上 計,,,L2-S,単店舗(画面内),-,月次実績_総売上 計 ÷ 月次予算_総売上 計 × 100,-,"年間予実対比.月次実績_総売上 計, 年間予実対比.月次予算_総売上 計",既存(V89/V69),533
3次,店長,年間予実対比,分析画面,,,予算対比率_フード売上 計,,,L2-S,単店舗(画面内),-,月次実績_フード売上 計 ÷ 月次予算_フード売上 計 × 100,-,"年間予実対比.月次実績_フード売上 計, 年間予実対比.月次予算_フード売上 計",既存(V89/V69),534
3次,店長,年間予実対比,分析画面,,,予算対比率_ドリンク売上 計,,,L2-S,単店舗(画面内),-,月次実績_ドリンク売上 計 ÷ 月次予算_ドリンク売上 計 × 100,-,"年間予実対比.月次実績_ドリンク売上 計, 年間予実対比.月次予算_ドリンク売上 計",既存(V89/V69),535
3次,店長,年間予実対比,分析画面,,,予算対比率_その他売上 計,,,L2-S,単店舗(画面内),-,月次実績_その他売上 計 ÷ 月次予算_その他売上 計 × 100,-,"年間予実対比.月次実績_その他売上 計, 年間予実対比.月次予算_その他売上 計",既存(V89/V69),536
3次,店長,年間予実対比,分析画面,,,予算対比率_FLコスト 計,,,L2-S,単店舗(画面内),-,月次実績_FLコスト 計 ÷ 月次予算_FLコスト 計 × 100,-,"年間予実対比.月次実績_FLコスト 計, 年間予実対比.月次予算_FLコスト 計",既存(V89/V69),537
3次,店長,年間予実対比,分析画面,,,予算対比率_FD仕入 計,,,L2-S,単店舗(画面内),-,月次実績_FD仕入 計 ÷ 月次予算_FD仕入 計 × 100,-,"年間予実対比.月次実績_FD仕入 計, 年間予実対比.月次予算_FD仕入 計",既存(V89/V69),538
3次,店長,年間予実対比,分析画面,,,予算対比率_人件費 計,,,L2-S,単店舗(画面内),-,月次実績_人件費 計 ÷ 月次予算_人件費 計 × 100,-,"年間予実対比.月次実績_人件費 計, 年間予実対比.月次予算_人件費 計",既存(V89/V69),539
3次,店長,年間予実対比,分析画面,,,予算対比率_その他経費 計,,,L2-S,単店舗(画面内),-,月次実績_その他経費 計 ÷ 月次予算_その他経費 計 × 100,-,"年間予実対比.月次実績_その他経費 計, 年間予実対比.月次予算_その他経費 計",既存(V89/V69),540
3次,店長,年間予実対比,分析画面,,,予算対比率_営業利益,,,L2-S,単店舗(画面内),-,月次実績_営業利益 ÷ 月次予算_営業利益 × 100,-,"年間予実対比.月次実績_営業利益, 年間予実対比.月次予算_営業利益",既存(V89/V69),541
3次,店長,年間予実対比,分析画面,,,構成比_総売上 計,,,L2-S,単店舗(画面内),-,月次実績_総売上 計 ÷ 月次実績_総売上 計 × 100,-,年間予実対比.月次実績_総売上 計,既存(V89/V69),542
3次,店長,年間予実対比,分析画面,,,構成比_フード売上 計,,,L2-S,単店舗(画面内),-,月次実績_フード売上 計 ÷ 月次実績_総売上 計 × 100,-,"年間予実対比.月次実績_フード売上 計, 年間予実対比.月次実績_総売上 計",既存(V89/V69),543
3次,店長,年間予実対比,分析画面,,,構成比_ドリンク売上 計,,,L2-S,単店舗(画面内),-,月次実績_ドリンク売上 計 ÷ 月次実績_総売上 計 × 100,-,"年間予実対比.月次実績_ドリンク売上 計, 年間予実対比.月次実績_総売上 計",既存(V89/V69),544
3次,店長,年間予実対比,分析画面,,,構成比_その他売上 計,,,L2-S,単店舗(画面内),-,月次実績_その他売上 計 ÷ 月次実績_総売上 計 × 100,-,"年間予実対比.月次実績_その他売上 計, 年間予実対比.月次実績_総売上 計",既存(V89/V69),545
3次,店長,年間予実対比,分析画面,,,構成比_FLコスト 計,,,L2-S,単店舗(画面内),-,月次実績_FLコスト 計 ÷ 月次実績_総売上 計 × 100,-,"年間予実対比.月次実績_FLコスト 計, 年間予実対比.月次実績_総売上 計",既存(V89/V69),546
3次,店長,年間予実対比,分析画面,,,構成比_FD仕入 計,,,L2-S,単店舗(画面内),-,月次実績_FD仕入 計 ÷ 月次実績_総売上 計 × 100,-,"年間予実対比.月次実績_FD仕入 計, 年間予実対比.月次実績_総売上 計",既存(V89/V69),547
3次,店長,年間予実対比,分析画面,,,構成比_人件費 計,,,L2-S,単店舗(画面内),-,月次実績_人件費 計 ÷ 月次実績_総売上 計 × 100,-,"年間予実対比.月次実績_人件費 計, 年間予実対比.月次実績_総売上 計",既存(V89/V69),548
3次,店長,年間予実対比,分析画面,,,構成比_その他経費 計,,,L2-S,単店舗(画面内),-,月次実績_その他経費 計 ÷ 月次実績_総売上 計 × 100,-,"年間予実対比.月次実績_その他経費 計, 年間予実対比.月次実績_総売上 計",既存(V89/V69),549
3次,店長,年間予実対比,分析画面,,,構成比_営業利益,,,L2-S,単店舗(画面内),-,月次実績_営業利益 ÷ 月次実績_総売上 計 × 100,-,"年間予実対比.月次実績_営業利益, 年間予実対比.月次実績_総売上 計",既存(V89/V69),550
3次,店長,年間予実対比（予実対比）,分析画面,,,年間実績_FLコスト 計,,,L2-S,単店舗(画面内),-,SUM,-,-,既存(V89/V69),268
3次,店長,年間予実対比（予実対比）,分析画面,,,年間実績_営業利益,,,L2-S,単店舗(画面内),-,売上-FLコスト-経費,-,-,既存(V89/V69),283
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予算_FLコスト 計,,,L2-S,単店舗(画面内),-,年間予算_FD仕入 計 + 年間予算_人件費 計,-,"年間予実対比（予実対比）.年間予算_FD仕入 計, 年間予実対比（予実対比）.年間予算_人件費 計",既存(V89/V69),561
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予算_営業利益,,,L2-S,単店舗(画面内),-,年間予算_総売上 計 - 年間予算_FLコスト 計 - 年間予算_その他経費 計,-,"年間予実対比（予実対比）.年間予算_総売上 計, 年間予実対比（予実対比）.年間予算_FLコスト 計, 年間予実対比（予実対比）.年間予算_その他経費 計",既存(V89/V69),586
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_総売上 計,,,L2-S,単店舗(画面内),-,年間実績_総売上 計 - 年間予算_総売上 計,-,"年間予実対比（予実対比）.年間実績_総売上 計, 年間予実対比（予実対比）.年間予算_総売上 計",既存(V89/V69),587
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_フード売上 計,,,L2-S,単店舗(画面内),-,年間実績_フード売上 計 - 年間予算_フード売上 計,-,"年間予実対比（予実対比）.年間実績_フード売上 計, 年間予実対比（予実対比）.年間予算_フード売上 計",既存(V89/V69),588
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_フード売上ランチ,,,L2-S,単店舗(画面内),-,年間実績_フード売上ランチ - 年間予算_フード売上ランチ,-,"年間予実対比（予実対比）.年間実績_フード売上ランチ, 年間予実対比（予実対比）.年間予算_フード売上ランチ",既存(V89/V69),589
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_フード売上ディナー,,,L2-S,単店舗(画面内),-,年間実績_フード売上ディナー - 年間予算_フード売上ディナー,-,"年間予実対比（予実対比）.年間実績_フード売上ディナー, 年間予実対比（予実対比）.年間予算_フード売上ディナー",既存(V89/V69),590
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_ドリンク売上 計,,,L2-S,単店舗(画面内),-,年間実績_ドリンク売上 計 - 年間予算_ドリンク売上 計,-,"年間予実対比（予実対比）.年間実績_ドリンク売上 計, 年間予実対比（予実対比）.年間予算_ドリンク売上 計",既存(V89/V69),591
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_ドリンク売上ランチ,,,L2-S,単店舗(画面内),-,年間実績_ドリンク売上ランチ - 年間予算_ドリンク売上ランチ,-,"年間予実対比（予実対比）.年間実績_ドリンク売上ランチ, 年間予実対比（予実対比）.年間予算_ドリンク売上ランチ",既存(V89/V69),592
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_ドリンク売上ディナー,,,L2-S,単店舗(画面内),-,年間実績_ドリンク売上ディナー - 年間予算_ドリンク売上ディナー,-,"年間予実対比（予実対比）.年間実績_ドリンク売上ディナー, 年間予実対比（予実対比）.年間予算_ドリンク売上ディナー",既存(V89/V69),593
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_その他売上 計,,,L2-S,単店舗(画面内),-,年間実績_その他売上 計 - 年間予算_その他売上 計,-,"年間予実対比（予実対比）.年間実績_その他売上 計, 年間予実対比（予実対比）.年間予算_その他売上 計",既存(V89/V69),594
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_その他売上ランチ,,,L2-S,単店舗(画面内),-,年間実績_その他売上ランチ - 年間予算_その他売上ランチ,-,"年間予実対比（予実対比）.年間実績_その他売上ランチ, 年間予実対比（予実対比）.年間予算_その他売上ランチ",既存(V89/V69),595
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_その他売上ディナー,,,L2-S,単店舗(画面内),-,年間実績_その他売上ディナー - 年間予算_その他売上ディナー,-,"年間予実対比（予実対比）.年間実績_その他売上ディナー, 年間予実対比（予実対比）.年間予算_その他売上ディナー",既存(V89/V69),596
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_FLコスト 計,,,L2-S,単店舗(画面内),-,年間実績_FLコスト 計 - 年間予算_FLコスト 計,-,"年間予実対比（予実対比）.年間実績_FLコスト 計, 年間予実対比（予実対比）.年間予算_FLコスト 計",既存(V89/V69),597
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_FD仕入 計,,,L2-S,単店舗(画面内),-,年間実績_FD仕入 計 - 年間予算_FD仕入 計,-,"年間予実対比（予実対比）.年間実績_FD仕入 計, 年間予実対比（予実対比）.年間予算_FD仕入 計",既存(V89/V69),598
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_フード仕入,,,L2-S,単店舗(画面内),-,年間実績_フード仕入 - 年間予算_フード仕入,-,"年間予実対比（予実対比）.年間実績_フード仕入, 年間予実対比（予実対比）.年間予算_フード仕入",既存(V89/V69),599
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_ドリンク仕入,,,L2-S,単店舗(画面内),-,年間実績_ドリンク仕入 - 年間予算_ドリンク仕入,-,"年間予実対比（予実対比）.年間実績_ドリンク仕入, 年間予実対比（予実対比）.年間予算_ドリンク仕入",既存(V89/V69),600
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_人件費 計,,,L2-S,単店舗(画面内),-,年間実績_人件費 計 - 年間予算_人件費 計,-,"年間予実対比（予実対比）.年間実績_人件費 計, 年間予実対比（予実対比）.年間予算_人件費 計",既存(V89/V69),601
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_固定人件費,,,L2-S,単店舗(画面内),-,年間実績_固定人件費 - 年間予算_固定人件費,-,"年間予実対比（予実対比）.年間実績_固定人件費, 年間予実対比（予実対比）.年間予算_固定人件費",既存(V89/V69),602
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_PA人件費,,,L2-S,単店舗(画面内),-,年間実績_PA人件費 - 年間予算_PA人件費,-,"年間予実対比（予実対比）.年間実績_PA人件費, 年間予実対比（予実対比）.年間予算_PA人件費",既存(V89/V69),603
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_社員人件費,,,L2-S,単店舗(画面内),-,年間実績_社員人件費 - 年間予算_社員人件費,-,"年間予実対比（予実対比）.年間実績_社員人件費, 年間予実対比（予実対比）.年間予算_社員人件費",既存(V89/V69),604
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_ヘルプ人件費,,,L2-S,単店舗(画面内),-,年間実績_ヘルプ人件費 - 年間予算_ヘルプ人件費,-,"年間予実対比（予実対比）.年間実績_ヘルプ人件費, 年間予実対比（予実対比）.年間予算_ヘルプ人件費",既存(V89/V69),605
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_その他経費 計,,,L2-S,単店舗(画面内),-,年間実績_その他経費 計 - 年間予算_その他経費 計,-,"年間予実対比（予実対比）.年間実績_その他経費 計, 年間予実対比（予実対比）.年間予算_その他経費 計",既存(V89/V69),606
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_地代家賃,,,L2-S,単店舗(画面内),-,年間実績_地代家賃 - 年間予算_地代家賃,-,"年間予実対比（予実対比）.年間実績_地代家賃, 年間予実対比（予実対比）.年間予算_地代家賃",既存(V89/V69),607
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_家賃（変動分）,,,L2-S,単店舗(画面内),-,年間実績_家賃（変動分） - 年間予算_家賃（変動分）,-,"年間予実対比（予実対比）.年間実績_家賃（変動分）, 年間予実対比（予実対比）.年間予算_家賃（変動分）",既存(V89/V69),608
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_水道光熱費,,,L2-S,単店舗(画面内),-,年間実績_水道光熱費 - 年間予算_水道光熱費,-,"年間予実対比（予実対比）.年間実績_水道光熱費, 年間予実対比（予実対比）.年間予算_水道光熱費",既存(V89/V69),609
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_電気代,,,L2-S,単店舗(画面内),-,年間実績_電気代 - 年間予算_電気代,-,"年間予実対比（予実対比）.年間実績_電気代, 年間予実対比（予実対比）.年間予算_電気代",既存(V89/V69),610
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_ガス代,,,L2-S,単店舗(画面内),-,年間実績_ガス代 - 年間予算_ガス代,-,"年間予実対比（予実対比）.年間実績_ガス代, 年間予実対比（予実対比）.年間予算_ガス代",既存(V89/V69),611
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_水道代,,,L2-S,単店舗(画面内),-,年間実績_水道代 - 年間予算_水道代,-,"年間予実対比（予実対比）.年間実績_水道代, 年間予実対比（予実対比）.年間予算_水道代",既存(V89/V69),612
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_減価償却費,,,L2-S,単店舗(画面内),-,年間実績_減価償却費 - 年間予算_減価償却費,-,"年間予実対比（予実対比）.年間実績_減価償却費, 年間予実対比（予実対比）.年間予算_減価償却費",既存(V89/V69),613
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_販促費,,,L2-S,単店舗(画面内),-,年間実績_販促費 - 年間予算_販促費,-,"年間予実対比（予実対比）.年間実績_販促費, 年間予実対比（予実対比）.年間予算_販促費",既存(V89/V69),614
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_資材費,,,L2-S,単店舗(画面内),-,年間実績_資材費 - 年間予算_資材費,-,"年間予実対比（予実対比）.年間実績_資材費, 年間予実対比（予実対比）.年間予算_資材費",既存(V89/V69),615
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_借入金返済,,,L2-S,単店舗(画面内),-,年間実績_借入金返済 - 年間予算_借入金返済,-,"年間予実対比（予実対比）.年間実績_借入金返済, 年間予実対比（予実対比）.年間予算_借入金返済",既存(V89/V69),616
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_IT費用,,,L2-S,単店舗(画面内),-,年間実績_IT費用 - 年間予算_IT費用,-,"年間予実対比（予実対比）.年間実績_IT費用, 年間予実対比（予実対比）.年間予算_IT費用",既存(V89/V69),617
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_ラクミー利用料,,,L2-S,単店舗(画面内),-,年間実績_ラクミー利用料 - 年間予算_ラクミー利用料,-,"年間予実対比（予実対比）.年間実績_ラクミー利用料, 年間予実対比（予実対比）.年間予算_ラクミー利用料",既存(V89/V69),618
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_レジ利用料,,,L2-S,単店舗(画面内),-,年間実績_レジ利用料 - 年間予算_レジ利用料,-,"年間予実対比（予実対比）.年間実績_レジ利用料, 年間予実対比（予実対比）.年間予算_レジ利用料",既存(V89/V69),619
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_クレジットカード手数料,,,L2-S,単店舗(画面内),-,年間実績_クレジットカード手数料 - 年間予算_クレジットカード手数料,-,"年間予実対比（予実対比）.年間実績_クレジットカード手数料, 年間予実対比（予実対比）.年間予算_クレジットカード手数料",既存(V89/V69),620
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_お花代,,,L2-S,単店舗(画面内),-,年間実績_お花代 - 年間予算_お花代,-,"年間予実対比（予実対比）.年間実績_お花代, 年間予実対比（予実対比）.年間予算_お花代",既存(V89/V69),621
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予実差額_営業利益,,,L2-S,単店舗(画面内),-,年間実績_営業利益 - 年間予算_営業利益,-,"年間予実対比（予実対比）.年間実績_営業利益, 年間予実対比（予実対比）.年間予算_営業利益",既存(V89/V69),622
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予算対比率_総売上 計,,,L2-S,単店舗(画面内),-,年間実績_総売上 計 ÷ 年間予算_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_総売上 計, 年間予実対比（予実対比）.年間予算_総売上 計",既存(V89/V69),623
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予算対比率_フード売上 計,,,L2-S,単店舗(画面内),-,年間実績_フード売上 計 ÷ 年間予算_フード売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_フード売上 計, 年間予実対比（予実対比）.年間予算_フード売上 計",既存(V89/V69),624
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予算対比率_フード売上ランチ,,,L2-S,単店舗(画面内),-,年間実績_フード売上ランチ ÷ 年間予算_フード売上ランチ × 100,-,"年間予実対比（予実対比）.年間実績_フード売上ランチ, 年間予実対比（予実対比）.年間予算_フード売上ランチ",既存(V89/V69),625
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予算対比率_フード売上ディナー,,,L2-S,単店舗(画面内),-,年間実績_フード売上ディナー ÷ 年間予算_フード売上ディナー × 100,-,"年間予実対比（予実対比）.年間実績_フード売上ディナー, 年間予実対比（予実対比）.年間予算_フード売上ディナー",既存(V89/V69),626
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予算対比率_ドリンク売上 計,,,L2-S,単店舗(画面内),-,年間実績_ドリンク売上 計 ÷ 年間予算_ドリンク売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_ドリンク売上 計, 年間予実対比（予実対比）.年間予算_ドリンク売上 計",既存(V89/V69),627
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予算対比率_ドリンク売上ランチ,,,L2-S,単店舗(画面内),-,年間実績_ドリンク売上ランチ ÷ 年間予算_ドリンク売上ランチ × 100,-,"年間予実対比（予実対比）.年間実績_ドリンク売上ランチ, 年間予実対比（予実対比）.年間予算_ドリンク売上ランチ",既存(V89/V69),628
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予算対比率_ドリンク売上ディナー,,,L2-S,単店舗(画面内),-,年間実績_ドリンク売上ディナー ÷ 年間予算_ドリンク売上ディナー × 100,-,"年間予実対比（予実対比）.年間実績_ドリンク売上ディナー, 年間予実対比（予実対比）.年間予算_ドリンク売上ディナー",既存(V89/V69),629
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予算対比率_その他売上 計,,,L2-S,単店舗(画面内),-,年間実績_その他売上 計 ÷ 年間予算_その他売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_その他売上 計, 年間予実対比（予実対比）.年間予算_その他売上 計",既存(V89/V69),630
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予算対比率_その他売上ランチ,,,L2-S,単店舗(画面内),-,年間実績_その他売上ランチ ÷ 年間予算_その他売上ランチ × 100,-,"年間予実対比（予実対比）.年間実績_その他売上ランチ, 年間予実対比（予実対比）.年間予算_その他売上ランチ",既存(V89/V69),631
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予算対比率_その他売上ディナー,,,L2-S,単店舗(画面内),-,年間実績_その他売上ディナー ÷ 年間予算_その他売上ディナー × 100,-,"年間予実対比（予実対比）.年間実績_その他売上ディナー, 年間予実対比（予実対比）.年間予算_その他売上ディナー",既存(V89/V69),632
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予算対比率_FLコスト 計,,,L2-S,単店舗(画面内),-,年間実績_FLコスト 計 ÷ 年間予算_FLコスト 計 × 100,-,"年間予実対比（予実対比）.年間実績_FLコスト 計, 年間予実対比（予実対比）.年間予算_FLコスト 計",既存(V89/V69),633
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予算対比率_FD仕入 計,,,L2-S,単店舗(画面内),-,年間実績_FD仕入 計 ÷ 年間予算_FD仕入 計 × 100,-,"年間予実対比（予実対比）.年間実績_FD仕入 計, 年間予実対比（予実対比）.年間予算_FD仕入 計",既存(V89/V69),634
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予算対比率_フード仕入,,,L2-S,単店舗(画面内),-,年間実績_フード仕入 ÷ 年間予算_フード仕入 × 100,-,"年間予実対比（予実対比）.年間実績_フード仕入, 年間予実対比（予実対比）.年間予算_フード仕入",既存(V89/V69),635
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予算対比率_ドリンク仕入,,,L2-S,単店舗(画面内),-,年間実績_ドリンク仕入 ÷ 年間予算_ドリンク仕入 × 100,-,"年間予実対比（予実対比）.年間実績_ドリンク仕入, 年間予実対比（予実対比）.年間予算_ドリンク仕入",既存(V89/V69),636
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予算対比率_人件費 計,,,L2-S,単店舗(画面内),-,年間実績_人件費 計 ÷ 年間予算_人件費 計 × 100,-,"年間予実対比（予実対比）.年間実績_人件費 計, 年間予実対比（予実対比）.年間予算_人件費 計",既存(V89/V69),637
3次,店長,年間予実対比（予実対比）,分析画面,,,年間予算対比率_固定人件費,,,L2-S,単店舗(画面内),-,年間実績_固定人件費 ÷ 年間予算_固定人件費 × 100,-,"年間予実対比（予実対比）.年間実績_固定人件費, 年間予実対比（予実対比）.年間予算_固定人件費",既存(V89/V69),638
