103,表示画面,年間予実対比,客単価(ランチ),L1,A,画面間,計算項目,外部連携×外部連携,POS売上とPOS客数/商品等の組合せ,売上÷客数(11-15時フィルタ),時間帯別売上分析.ランチ売上税抜 ÷ 時間帯別売上分析.客数,-,"head_office_item_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers","TITEM.sales_excluded, ZTOTAL.customers","POS売上（商品別）, POS売上（日別集計）","時間帯別売上分析.ランチ売上税抜, 時間帯別売上分析.客数",-,TITEM.sales_excluded / ZTOTAL.customers → head_office_item_sales_logs.sales_excluded / head_office_connected_service_sales_logs.customers → 年間予実対比.客単価(ランチ),スキーマ検証済,-,ランチ時間帯の客数取得方法が不明,時間帯別客数の取得ロジックを確認必要
104,表示画面,年間予実対比,客単価(ディナー),L1,A,画面間,計算項目,外部連携×外部連携,POS売上とPOS客数/商品等の組合せ,売上÷客数(17-23時フィルタ),時間帯別売上分析.ディナー売上税抜 ÷ 時間帯別売上分析.客数,-,"head_office_item_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers","TITEM.sales_excluded, ZTOTAL.customers","POS売上（商品別）, POS売上（日別集計）","時間帯別売上分析.ディナー売上税抜, 時間帯別売上分析.客数",-,TITEM.sales_excluded / ZTOTAL.customers → head_office_item_sales_logs.sales_excluded / head_office_connected_service_sales_logs.customers → 年間予実対比.客単価(ディナー),スキーマ検証済,-,-,-
105,表示画面,年間予実対比,総売上 計,L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM,SUM(ZTOTAL.sales_excluded) GROUP BY year,-,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,[外部]ZTOTAL.sales_excluded,-,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 年間予実対比.総売上 計,スキーマ検証済,-,-,-
106,表示画面,年間予実対比,フード売上 計,L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUMフード,SUM(ZTOTAL.sales_excluded) WHERE category = 'フード' GROUP BY year,-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,-,TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 年間予実対比.フード売上 計,スキーマ検証済,-,データソースがZTOTALかTITEMか不明,正確なテーブルを確認必要
107,表示画面,年間予実対比,ドリンク売上 計,L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUMドリンク,SUM(ZTOTAL.sales_excluded) WHERE category = 'ドリンク' GROUP BY year,-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,-,TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 年間予実対比.ドリンク売上 計,スキーマ検証済,-,データソースがZTOTALかTITEMか不明,正確なテーブルを確認必要
108,表示画面,年間予実対比,その他売上 計 (サービス料等),L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM,SUM(ZTOTAL.service_charge_1) GROUP BY year,-,z_totals.service_charge_1,ZTOTAL.service_charge_1,POS売上（日別集計）,[外部]ZTOTAL.service_charge_1,-,ZTOTAL.service_charge_1 → z_totals.service_charge_1 → 年間予実対比.その他売上 計 (サービス料等),外部連携検証済,データソース: POS（売上・客数）,-,-
109,表示画面,年間予実対比,その他売上ランチ,L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM(その他かつ時間フィルタ),SUM(TITEM.sales_excluded) WHERE category = 'その他' AND order_time BETWEEN 11:00 AND 15:00 GROUP BY year,-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,-,TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 年間予実対比.その他売上ランチ,スキーマ検証済,-,-,-
110,表示画面,年間予実対比,その他売上ディナー,L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM(その他かつ時間フィルタ),SUM(TITEM.sales_excluded) WHERE category = 'その他' AND order_time BETWEEN 17:00 AND 23:00 GROUP BY year,-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,-,TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 年間予実対比.その他売上ディナー,スキーマ検証済,-,-,-
111,表示画面,年間予実対比,FLコスト 計,L1,C,-,計算項目,外部連携×外部連携,インフォマート仕入とKOT人件費の組合せ,SUM,SUM(tax_excluded_total) + SUM(labor_costs_logs.labor_costs) GROUP BY year,-,"infomart_transactions.total_tax_excluded, head_office_connected_service_labor_costs_logs.labor_costs","tax_excluded_total, labor_costs_logs.labor_costs","インフォマート（仕入）, 勤怠（KOT/ジョブカン）",-,-,tax_excluded_total / labor_costs_logs.labor_costs → infomart_transactions.total_tax_excluded / head_office_connected_service_labor_costs_logs.labor_costs → 年間予実対比.FLコスト 計,スキーマ検証済,-,FLコストの定義(FD仕入+人件費)が正しいか不明,FLコストの演算式を確認必要
112,表示画面,年間予実対比,FD仕入 計,L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,SUM,"SUM(tax_excluded_total) WHERE category IN ('フード', 'ドリンク') GROUP BY year",-,infomart_transactions.total_tax_excluded,tax_excluded_total,インフォマート（仕入）,[外部]tax_excluded_total,-,tax_excluded_total → infomart_transactions.total_tax_excluded → 年間予実対比.FD仕入 計,スキーマ検証済,-,-,-
113,表示画面,年間予実対比,人件費 計,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,SUM,SUM(labor_costs_logs.labor_costs) GROUP BY year,-,head_office_connected_service_labor_costs_logs.labor_costs,labor_costs_logs.labor_costs,勤怠（KOT/ジョブカン）,[外部]labor_costs_logs.labor_costs,-,labor_costs_logs.labor_costs → head_office_connected_service_labor_costs_logs.labor_costs → 年間予実対比.人件費 計,スキーマ検証済,-,-,-
114,表示画面,年間予実対比,その他経費 計,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,SUM,SUM(monthly_costs.value) WHERE cost_type = '経費' GROUP BY year,-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比.その他経費 計,スキーマ検証済,-,-,-
115,表示画面,年間予実対比,ラクミー利用料,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = 'ラクミー利用料',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比.ラクミー利用料,スキーマ検証済,-,費目名が正確か不明,費目マスタで正式名称を確認必要
116,表示画面,年間予実対比,レジ利用料,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = 'レジ利用料',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比.レジ利用料,スキーマ検証済,-,-,-
117,表示画面,年間予実対比,借入金返済,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '借入金返済',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比.借入金返済,スキーマ検証済,-,-,-
118,表示画面,年間予実対比,フード売上ランチ,L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM(フードかつ時間フィルタ),SUM(TITEM.sales_excluded) WHERE category = 'フード' AND order_time BETWEEN 11:00 AND 15:00 GROUP BY year,-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,-,TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 年間予実対比.フード売上ランチ,スキーマ検証済,-,-,-
119,表示画面,年間予実対比,フード売上ディナー,L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM(フードかつ時間フィルタ),SUM(TITEM.sales_excluded) WHERE category = 'フード' AND order_time BETWEEN 17:00 AND 23:00 GROUP BY year,-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,-,TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 年間予実対比.フード売上ディナー,スキーマ検証済,-,-,-
120,表示画面,年間予実対比,ドリンク売上ランチ,L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM(ドリンクかつ時間フィルタ),SUM(TITEM.sales_excluded) WHERE category = 'ドリンク' AND order_time BETWEEN 11:00 AND 15:00 GROUP BY year,-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,-,TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 年間予実対比.ドリンク売上ランチ,スキーマ検証済,-,-,-
121,表示画面,年間予実対比,ドリンク売上ディナー,L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM(ドリンクかつ時間フィルタ),SUM(TITEM.sales_excluded) WHERE category = 'ドリンク' AND order_time BETWEEN 17:00 AND 23:00 GROUP BY year,-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,-,TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 年間予実対比.ドリンク売上ディナー,スキーマ検証済,-,-,-
122,表示画面,年間予実対比,フード仕入,L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,SUMフード,SUM(tax_excluded_total.total_tax_excluded) WHERE category = 'フード' GROUP BY year,-,infomart_orders.total_tax_excluded,tax_excluded_total.total_tax_excluded,インフォマート（仕入）,[外部]tax_excluded_total.total_tax_excluded,-,tax_excluded_total.total_tax_excluded → infomart_orders.total_tax_excluded → 年間予実対比.フード仕入,外部連携検証済,tax_excluded_total.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-
123,表示画面,年間予実対比,ドリンク仕入,L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,SUMドリンク,SUM(tax_excluded_total.total_tax_excluded) WHERE category = 'ドリンク' GROUP BY year,-,infomart_orders.total_tax_excluded,tax_excluded_total.total_tax_excluded,インフォマート（仕入）,[外部]tax_excluded_total.total_tax_excluded,-,tax_excluded_total.total_tax_excluded → infomart_orders.total_tax_excluded → 年間予実対比.ドリンク仕入,外部連携検証済,tax_excluded_total.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-
124,表示画面,年間予実対比,固定人件費,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,SUM月給者,SUM(labor_costs_logs.labor_costs) WHERE employee_type = '月給者' GROUP BY year,-,head_office_connected_service_labor_costs_logs.labor_costs,labor_costs_logs.labor_costs,勤怠（KOT/ジョブカン）,[外部]labor_costs_logs.labor_costs,-,labor_costs_logs.labor_costs → head_office_connected_service_labor_costs_logs.labor_costs → 年間予実対比.固定人件費,スキーマ検証済,-,-,-
125,表示画面,年間予実対比,PA人件費,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,SUM年間,SUM(working_records.daily_cost) GROUP BY year,-,working_records.daily_cost,working_records.daily_cost,-,[外部]working_records.daily_cost,-,working_records.daily_cost → working_records.daily_cost → 年間予実対比.PA人件費,外部連携検証済,データソース: KOT（勤怠・人件費）,-,-
126,表示画面,年間予実対比,ヘルプ人件費,L1,C,画面間,計算項目,外部連携×外部連携,KOT内の複数データ組合せ,help_costs-help_costs_minus,店舗別人件費.ヘルプ人件費 - 店舗別人件費.ヘルプ人件費マイナス,-,"head_office_connected_service_labor_costs_logs.help_costs, labor_costs_logs.help_costs_minus","labor_costs_logs.help_costs, labor_costs_logs.help_costs_minus",勤怠（KOT/ジョブカン）,"店舗別人件費.ヘルプ人件費, 店舗別人件費.ヘルプ人件費マイナス",-,labor_costs_logs.help_costs / labor_costs_logs.help_costs_minus → head_office_connected_service_labor_costs_logs.help_costs / labor_costs_logs.help_costs_minus → 年間予実対比.ヘルプ人件費,外部連携検証済,labor_costs_logs.help_costs → head_office_connected_service_labor_costs_logs.help_costs,-,-
127,表示画面,年間予実対比,地代家賃,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目=家賃,monthly_costs.value WHERE cost_item = '家賃' GROUP BY year,-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比.地代家賃,スキーマ検証済,-,-,-
128,表示画面,年間予実対比,資材費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目=資材費,monthly_costs.value WHERE cost_item = '資材費' GROUP BY year,-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比.資材費,スキーマ検証済,-,-,-
129,表示画面,年間予実対比,水道光熱費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目=水道光熱費,monthly_costs.value WHERE cost_item = '水道光熱費' GROUP BY year,-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比.水道光熱費,スキーマ検証済,-,-,-
130,表示画面,年間予実対比,減価償却費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目=減価償却費,monthly_costs.value WHERE cost_item = '減価償却費' GROUP BY year,-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比.減価償却費,スキーマ検証済,-,-,-
131,表示画面,年間予実対比,販促費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目=販促費,monthly_costs.value WHERE cost_item = '販促費' GROUP BY year,-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比.販促費,スキーマ検証済,-,-,-
132,表示画面,月次レポート,原価金額,L4a,C,画面内,計算項目,複数種類混在,棚卸入力とインフォマート仕入の組合せ,前月在庫+仕入-当月在庫,月次レポート.対象前月在庫(金額) + 月次レポート.仕入総額 - 月次レポート.対象月在庫(金額),-,"shop_inventories.amount（棚卸入力）, infomart_orders.total_tax_excluded",tax_excluded_total.amount,インフォマート（仕入）,"月次レポート.対象前月在庫, 月次レポート.仕入総額, 月次レポート.対象月在庫",月次レポート.原価率,tax_excluded_total.amount → shop_inventories.amount（棚卸入力） / infomart_orders.total_tax_excluded → 月次レポート.原価金額,要確認,テーブル'shop_inventories'が存在しない; テーブル'infomart_orders'が存在しない,棚卸データのテーブル構造が不明,棚卸マスタのスキーマを確認必要
133,表示画面,月次レポート,原価率,L1,A,画面間,計算項目,演算×外部連携,演算結果とPOS売上の組合せ,原価÷売上×100,月次レポート.原価金額 ÷ 当月実績.売上税抜 × 100,月次レポート.原価金額,z_totals.sales_excluded,-,-,"月次レポート.原価金額, 当月実績.売上税抜",-,z_totals.sales_excluded → 月次レポート.原価金額 → 月次レポート.原価率,演算検証済,インプット元: 月次レポート.原価金額,-,-
134,表示画面,月次レポート,対象前月在庫(金額),L3,C,-,計算項目,棚卸入力参照,棚卸入力で登録した在庫データを参照,マスタ参照,shop_inventories.amount WHERE year_month = target_month - 1,-,shop_inventories.amount（棚卸入力）,-,-,-,"月次レポート.原価(金額), 月次レポート.原価金額",shop_inventories.amount（棚卸入力） → 月次レポート.対象前月在庫(金額),AI推測,棚卸マスタから前月末在庫を取得と推測,shop_inventoriesテーブルの存在が未確認,テーブル構造を確認必要
135,表示画面,月次レポート,仕入総額,L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,SUM,SUM(tax_excluded_total.amount),-,infomart_orders.total_tax_excluded,tax_excluded_total.amount,インフォマート（仕入）,[外部]tax_excluded_total.amount,"月次レポート.原価(金額), 月次レポート.原価金額",tax_excluded_total.amount → infomart_orders.total_tax_excluded → 月次レポート.仕入総額,外部連携検証済,データソース: インフォマート（仕入）,-,-
136,表示画面,月次レポート,対象月在庫(金額),L3,C,-,計算項目,棚卸入力参照,棚卸入力で登録した在庫データを参照,マスタ参照,shop_inventories.amount WHERE year_month = target_month,-,shop_inventories.amount（棚卸入力）,-,-,-,"月次レポート.原価(金額), 月次レポート.原価金額",shop_inventories.amount（棚卸入力） → 月次レポート.対象月在庫(金額),AI推測,棚卸マスタから当月末在庫を取得と推測,-,-
137,表示画面,月次レポート,店舗名,L2,D,-,店舗マスタ（設定）,ラクミー設定マスタ単独,ラクミー設定マスタから取得,マスタ参照,shops.name,-,shops.name,-,-,[マスタ]shops.name,-,shops.name → 月次レポート.店舗名,スキーマ検証済,-,-,-
138,表示画面,月次レポート,原価(金額),L4a,C,画面内,計算項目,複数種類混在,棚卸入力とインフォマート仕入の組合せ,前月在庫+仕入-当月在庫,月次レポート.対象前月在庫 + 月次レポート.仕入総額 - 月次レポート.対象月在庫,-,"shop_inventories.amount（棚卸入力）, infomart_orders.total_tax_excluded",tax_excluded_total.amount,インフォマート（仕入）,"月次レポート.対象前月在庫, 月次レポート.仕入総額, 月次レポート.対象月在庫",-,tax_excluded_total.amount → shop_inventories.amount（棚卸入力） / infomart_orders.total_tax_excluded → 月次レポート.原価(金額),AI推測,-,-,-
139,表示画面,月次レポート,売上合計(税抜),L0,A,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM月間,SUM(ZTOTAL.sales_excluded) GROUP BY year_month,-,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,[外部]ZTOTAL.sales_excluded,-,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 月次レポート.売上合計(税抜),スキーマ検証済,-,-,-
140,表示画面,日次レポート,売上税込,L0,A,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,日別集計,SUM(ZTOTAL.sales) GROUP BY date,-,z_totals.sales,ZTOTAL.sales,POS売上（日別集計）,[外部]ZTOTAL.sales,支払種別売上分析.売上税込,ZTOTAL.sales → z_totals.sales → 日次レポート.売上税込,外部連携検証済,ZTOTAL.sales → head_office_connected_service_sales_logs.sales,-,-
141,表示画面,日次レポート,仕入税込,L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,日別集計,SUM(trade_total.total) GROUP BY date,-,infomart_orders.trade_total,trade_total.total,-,[外部]trade_total.total,-,trade_total.total → infomart_orders.trade_total → 日次レポート.仕入税込,外部連携検証済,trade_total.total → infomart_transactions.total,-,-
142,表示画面,日次レポート,仕入税抜,L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,日別集計,SUM(tax_excluded_total.total_tax_excluded) GROUP BY date,-,infomart_orders.total_tax_excluded,tax_excluded_total.total_tax_excluded,インフォマート（仕入）,[外部]tax_excluded_total.total_tax_excluded,-,tax_excluded_total.total_tax_excluded → infomart_orders.total_tax_excluded → 日次レポート.仕入税抜,外部連携検証済,tax_excluded_total.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-
143,表示画面,日次レポート,PA人件費,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,日別集計,SUM(working_records.daily_cost) GROUP BY date,-,working_records.daily_cost,working_records.daily_cost,-,[外部]working_records.daily_cost,"日次推移.PA人件費, 予実対比.PA人件費",working_records.daily_cost → working_records.daily_cost → 日次レポート.PA人件費,外部連携検証済,データソース: KOT（勤怠・人件費）,-,-
144,表示画面,従業員別勤務実績,従業員名,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,従業員マスタ参照,employees.name WHERE id = working_records.head_office_employee_id,-,working_records.head_office_employee_id,working_records.head_office_employee_id,-,[外部]working_records.head_office_employee_id,-,working_records.head_office_employee_id → working_records.head_office_employee_id → 従業員別勤務実績.従業員名,外部連携検証済,データソース: KOT（勤怠・人件費）,-,-
145,表示画面,従業員別勤務実績,勤務日,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,日付,working_records.date,-,working_records.date,working_records.date,-,[外部]working_records.date,-,working_records.date → working_records.date → 従業員別勤務実績.勤務日,外部連携検証済,データソース: KOT（勤怠・人件費）,-,-
146,表示画面,従業員別勤務実績,日別人件費,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,日別集計,SUM(working_records.daily_cost) GROUP BY date,-,working_records.daily_cost,working_records.daily_cost,-,[外部]working_records.daily_cost,-,working_records.daily_cost → working_records.daily_cost → 従業員別勤務実績.日別人件費,外部連携検証済,データソース: KOT（勤怠・人件費）,-,-
147,表示画面,従業員別勤務実績,ヘルプフラグ,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,フラグ,working_records.is_help,-,working_records.is_help,working_records.is_help,-,[外部]working_records.is_help,-,working_records.is_help → working_records.is_help → 従業員別勤務実績.ヘルプフラグ,外部連携検証済,データソース: KOT（勤怠・人件費）,-,-
148,表示画面,従業員別勤務実績,勤務先店舗,L2,D,-,店舗マスタ（設定）,ラクミー設定マスタ単独,ラクミー設定マスタから取得,店舗マスタ参照,shops.name WHERE id = working_records.shop_id,-,working_records.shop_id,working_records.shop_id,-,[マスタ]working_records.shop_id,-,working_records.shop_id → working_records.shop_id → 従業員別勤務実績.勤務先店舗,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-
149,表示画面,従業員別勤務実績,勤怠データ,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,JSON,working_records.working_data,-,working_records.working_data,working_records.working_data,-,[外部]working_records.working_data,-,working_records.working_data → working_records.working_data → 従業員別勤務実績.勤怠データ,外部連携検証済,データソース: KOT（勤怠・人件費）,JSONの中身の構造が不明,working_dataのスキーマを確認必要
150,表示画面,従業員別勤務実績,費用データ,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,JSON,working_records.working_cost,-,working_records.working_cost,working_records.working_cost,-,[外部]working_records.working_cost,-,working_records.working_cost → working_records.working_cost → 従業員別勤務実績.費用データ,外部連携検証済,データソース: KOT（勤怠・人件費）,JSONの中身の構造が不明,working_costのスキーマを確認必要
151,表示画面,店舗別人件費,日付,L0,B,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,日付,labor_costs_logs.date,-,labor_costs_logs.date,labor_costs_logs.date,勤怠（KOT/ジョブカン）,[外部]labor_costs_logs.date,-,labor_costs_logs.date → labor_costs_logs.date → 店舗別人件費.日付,外部連携検証済,データソース: KOT（勤怠・人件費）,-,-
152,表示画面,店舗別人件費,人件費,L0,A,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,SUM店舗別,SUM(labor_costs_logs.labor_costs) GROUP BY shop_id,-,head_office_connected_service_labor_costs_logs.labor_costs,labor_costs_logs.labor_costs,勤怠（KOT/ジョブカン）,[外部]labor_costs_logs.labor_costs,予実対比.人件費,labor_costs_logs.labor_costs → head_office_connected_service_labor_costs_logs.labor_costs → 店舗別人件費.人件費,スキーマ検証済,-,-,-
153,表示画面,店舗別人件費,ヘルプ人件費,L0,B,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,SUM店舗別,SUM(labor_costs_logs.help_costs) GROUP BY shop_id,-,head_office_connected_service_labor_costs_logs.help_costs,labor_costs_logs.help_costs,勤怠（KOT/ジョブカン）,[外部]labor_costs_logs.help_costs,"予実対比.ヘルプ人件費, 年間予実対比.ヘルプ人件費",labor_costs_logs.help_costs → head_office_connected_service_labor_costs_logs.help_costs → 店舗別人件費.ヘルプ人件費,スキーマ検証済,-,-,-
154,表示画面,店舗別人件費,ヘルプ人件費マイナス,L0,B,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,SUM店舗別,SUM(labor_costs_logs.help_costs_minus) GROUP BY shop_id,-,labor_costs_logs.help_costs_minus,labor_costs_logs.help_costs_minus,勤怠（KOT/ジョブカン）,[外部]labor_costs_logs.help_costs_minus,"予実対比.ヘルプ人件費, 年間予実対比.ヘルプ人件費",labor_costs_logs.help_costs_minus → labor_costs_logs.help_costs_minus → 店舗別人件費.ヘルプ人件費マイナス,外部連携検証済,labor_costs_logs.help_costs_minus → head_office_connected_service_labor_costs_logs.help_costs_minus,-,-
155,表示画面,主要KPI指標,客単価(税抜),L1,A,画面間,計算項目,演算,画面間演算,時間帯別売上分析.客単価(税抜)から参照,-,時間帯別売上分析.客単価(税抜),"head_office_connected_service_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers",-,POS売上（日別集計）,時間帯別売上分析.客単価(税抜),-,時間帯別売上分析.客単価(税抜) → 主要KPI指標.客単価(税抜),スキーマ検証済,-,画面'主要KPI指標'に'客単価(税抜)'が実際に存在するか要確認,実画面で目視確認が必要
156,表示画面,主要KPI指標,平均売上(税抜),L1,C,画面間,計算項目,演算,画面間演算,曜日別売上分析.平均売上(税抜)から参照,-,曜日別売上分析.平均売上(税抜),-,-,-,曜日別売上分析.平均売上(税抜),-,曜日別売上分析.平均売上(税抜) → 主要KPI指標.平均売上(税抜),演算検証済,インプット元: 曜日別売上分析.平均売上(税抜),画面'主要KPI指標'に'平均売上(税抜)'が実際に存在するか要確認,実画面で目視確認が必要
157,表示画面,主要KPI指標,利益進捗率,L4b,B,画面間,計算項目,演算,画面間演算,進捗分析.利益進捗率から参照,-,進捗分析.利益進捗率,"monthly_budgets.value（予算設定画面）, monthly_budgets.profit",-,ユーザー入力（予算設定）,進捗分析.利益進捗率,-,進捗分析.利益進捗率 → 主要KPI指標.利益進捗率,演算検証済,インプット元: 進捗分析.利益進捗率,画面'主要KPI指標'に'利益進捗率'が実際に存在するか要確認,実画面で目視確認が必要
158,表示画面,当月実績,坪月商,L4a,B,画面間,計算項目,演算,画面間演算,主要KPI指標.坪月商から参照,-,主要KPI指標.坪月商,"head_office_connected_service_sales_logs.sales_excluded, shops.total_area_num",-,POS売上（日別集計）,主要KPI指標.坪月商,-,主要KPI指標.坪月商 → 当月実績.坪月商,スキーマ検証済,-,画面'当月実績'に'坪月商'が実際に存在するか要確認,実画面で目視確認が必要
159,表示画面,当月実績,営業利益率,L4b,S,画面間,計算項目,演算,画面間演算,主要KPI指標.営業利益率から参照,-,主要KPI指標.営業利益率,z_totals.sales_excluded,-,-,主要KPI指標.営業利益率,-,主要KPI指標.営業利益率 → 当月実績.営業利益率,演算検証済,インプット元: 主要KPI指標.営業利益率,画面'当月実績'に'営業利益率'が実際に存在するか要確認,実画面で目視確認が必要
160,表示画面,当月実績,家賃比率,L4a,B,画面間,計算項目,演算,画面間演算,主要KPI指標.家賃比率から参照,-,主要KPI指標.家賃比率,"monthly_costs.value, head_office_connected_service_sales_logs.sales_excluded",-,"POS売上（日別集計）, ユーザー入力（費用設定）",主要KPI指標.家賃比率,-,主要KPI指標.家賃比率 → 当月実績.家賃比率,スキーマ検証済,-,画面'当月実績'に'家賃比率'が実際に存在するか要確認,実画面で目視確認が必要
161,表示画面,当月実績,ROI,L4b,S,画面間,計算項目,演算,画面間演算,主要KPI指標.ROIから参照,-,主要KPI指標.ROI,"monthly_budgets.value（予算設定画面）, monthly_budgets.profit",-,ユーザー入力（予算設定）,主要KPI指標.ROI,-,主要KPI指標.ROI → 当月実績.ROI,演算検証済,インプット元: 主要KPI指標.ROI,画面'当月実績'に'ROI'が実際に存在するか要確認,実画面で目視確認が必要
