228,表示画面,年間予実対比(予実対比),PA人件費,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,SUM,SUM(working_records.daily_cost) GROUP BY year,-,working_records.daily_cost,working_records.daily_cost,-,[外部]working_records.daily_cost,-,working_records.daily_cost → working_records.daily_cost → 年間予実対比(予実対比).PA人件費,外部連携検証済,データソース: KOT（勤怠・人件費）,-,-
229,表示画面,年間予実対比(予実対比),ヘルプ人件費,L1,C,画面間,計算項目,外部連携×外部連携,KOT内の複数データ組合せ,help_costs-help_costs_minus,店舗別人件費.ヘルプ人件費 - 店舗別人件費.ヘルプ人件費マイナス,-,"labor_costs_logs.help_costs, labor_costs_logs.help_costs_minus","help_costs, help_costs_minus",-,"店舗別人件費.ヘルプ人件費, 店舗別人件費.ヘルプ人件費マイナス",-,help_costs / help_costs_minus → labor_costs_logs.help_costs / labor_costs_logs.help_costs_minus → 年間予実対比(予実対比).ヘルプ人件費,AI推測,-,-,-
230,表示画面,年間予実対比(予実対比),地代家賃,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目=家賃,monthly_costs.value WHERE cost_item = '家賃' GROUP BY year,-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比(予実対比).地代家賃,スキーマ検証済,-,-,-
231,表示画面,年間予実対比(予実対比),資材費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目=資材費,monthly_costs.value WHERE cost_item = '資材費' GROUP BY year,-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比(予実対比).資材費,スキーマ検証済,-,-,-
232,表示画面,年間予実対比(予実対比),水道光熱費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目=水道光熱費,monthly_costs.value WHERE cost_item = '水道光熱費' GROUP BY year,-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比(予実対比).水道光熱費,スキーマ検証済,-,-,-
233,表示画面,年間予実対比(予実対比),減価償却費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目=減価償却費,monthly_costs.value WHERE cost_item = '減価償却費' GROUP BY year,-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比(予実対比).減価償却費,スキーマ検証済,-,-,-
234,表示画面,年間予実対比(予実対比),販促費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目=販促費,monthly_costs.value WHERE cost_item = '販促費' GROUP BY year,-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 年間予実対比(予実対比).販促費,スキーマ検証済,-,-,-
235,表示画面,月次集計,変動費単価,L1,C,画面間,計算項目,演算×外部連携,演算結果とPOS売上の組合せ,変動費÷客数,感度分析.変動費 ÷ 感度分析.客数,感度分析.変動費,z_totals.customers,-,-,"感度分析.変動費, 感度分析.客数",感度分析.変動費単価,z_totals.customers → 感度分析.変動費 → 月次集計.変動費単価,演算検証済,インプット元: 感度分析.変動費,-,-
236,表示画面,月次集計,変動費率,L1,C,画面間,計算項目,演算×外部連携,演算結果とPOS売上の組合せ,変動費÷売上×100,感度分析.変動費 ÷ 当月実績.売上税抜 × 100,感度分析.変動費,z_totals.sales_excluded,-,-,"感度分析.変動費, 当月実績.売上税抜",感度分析.変動費率,z_totals.sales_excluded → 感度分析.変動費 → 月次集計.変動費率,演算検証済,インプット元: 感度分析.変動費,-,-
237,表示画面,月次集計,仕入費率,L1,C,画面間,計算項目,外部連携×外部連携,インフォマート仕入とPOS売上の組合せ,仕入÷売上×100,予実対比.FD仕入 ÷ 当月実績.売上税抜 × 100,-,"infomart_transactions.total_tax_excluded, head_office_connected_service_sales_logs.sales_excluded","tax_excluded_total, ZTOTAL.sales_excluded","インフォマート（仕入）, POS売上（日別集計）","予実対比.FD仕入, 当月実績.売上税抜","当月実績.仕入費率, 仕入先分析.仕入費率, 感度分析.仕入費率",tax_excluded_total / ZTOTAL.sales_excluded → infomart_transactions.total_tax_excluded / head_office_connected_service_sales_logs.sales_excluded → 月次集計.仕入費率,スキーマ検証済,-,-,-
238,表示画面,月次集計,PA人件費率,L1,S,画面間,計算項目,外部連携×外部連携,KOT人件費とPOS売上の組合せ,PA人件費÷売上×100,予実対比.PA人件費 ÷ 当月実績.売上税抜 × 100,-,"working_records.daily_cost, head_office_connected_service_sales_logs.sales_excluded","working_records.daily_cost, ZTOTAL.sales_excluded",POS売上（日別集計）,"予実対比.PA人件費, 当月実績.売上税抜","予実対比.PA人件費率, 日次レポート.PA人件費率, 従業員別勤務実績.PA人件費率",working_records.daily_cost / ZTOTAL.sales_excluded → working_records.daily_cost / head_office_connected_service_sales_logs.sales_excluded → 月次集計.PA人件費率,外部連携検証済,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded,-,-
239,表示画面,月次集計,粗利単価,L4a,C,画面間,計算項目,複数種類混在,POS売上と演算結果の組合せ,(売上-原価)÷客数,(当月実績.売上税抜 - 月次レポート.原価金額) ÷ 感度分析.客数,月次レポート.原価金額,"head_office_connected_service_sales_logs.sales_excluded, z_totals.customers",ZTOTAL.sales_excluded,POS売上（日別集計）,"月次レポート.原価金額, 当月実績.売上税抜, 感度分析.客数",感度分析.粗利単価,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded / z_totals.customers → 月次レポート.原価金額 → 月次集計.粗利単価,外部連携検証済,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded,-,-
240,表示画面,月次集計,粗利率,L4a,C,画面間,計算項目,複数種類混在,POS売上と演算結果の組合せ,(売上-原価)÷売上×100,(当月実績.売上税抜 - 月次レポート.原価金額) ÷ 当月実績.売上税抜 × 100,月次レポート.原価金額,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,"月次レポート.原価金額, 当月実績.売上税抜",感度分析.粗利率,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 月次レポート.原価金額 → 月次集計.粗利率,スキーマ検証済,-,-,-
241,表示画面,月次集計,その他変動費率,L4a,C,画面間,計算項目,外部連携×ユーザー入力,費用設定とPOS売上の組合せ,その他変動費÷売上×100,予実対比.その他経費 ÷ 当月実績.売上税抜 × 100,-,"monthly_costs.value, head_office_connected_service_sales_logs.sales_excluded",ZTOTAL.sales_excluded,"POS売上（日別集計）, ユーザー入力（費用設定）","予実対比.その他経費, 当月実績.売上税抜",-,ZTOTAL.sales_excluded → monthly_costs.value / head_office_connected_service_sales_logs.sales_excluded → 月次集計.その他変動費率,スキーマ検証済,-,その他経費に変動費のみ含まれるか不明,その他経費の内訳を確認必要
242,表示画面,月次集計,変動費,L1,C,画面間,計算項目,演算×外部連携,POS売上と演算結果の組合せ,売上-粗利,当月実績.売上税抜 - 月次集計.粗利,月次集計.粗利,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,"月次集計.粗利, 当月実績.売上税抜",月次集計.粗利,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 月次集計.粗利 → 月次集計.変動費,スキーマ検証済,-,変動費の循環参照問題,変動費の元定義を確認必要
243,表示画面,月次集計,粗利,L1,C,画面間,計算項目,演算×外部連携,POS売上と演算結果の組合せ,売上-変動費,当月実績.売上税抜 - 月次集計.変動費,月次集計.変動費,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,"月次集計.変動費, 当月実績.売上税抜",月次集計.変動費,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 月次集計.変動費 → 月次集計.粗利,スキーマ検証済,-,粗利の循環参照問題,粗利の元定義を確認必要
244,表示画面,月次集計,固定費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,SUM,SUM(monthly_costs.value) WHERE cost_type = '固定費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 月次集計.固定費,スキーマ検証済,-,固定費の判定方法が不明,費目マスタに固定/変動フラグがあるか確認必要
245,表示画面,月次集計,売上(税抜),L0,S,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM,SUM(ZTOTAL.sales_excluded),-,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,[外部]ZTOTAL.sales_excluded,-,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 月次集計.売上(税抜),スキーマ検証済,-,-,-
246,表示画面,月次集計,客数,L0,A,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM,SUM(ZTOTAL.customers),-,head_office_connected_service_sales_logs.customers,ZTOTAL.customers,POS売上（日別集計）,[外部]ZTOTAL.customers,-,ZTOTAL.customers → head_office_connected_service_sales_logs.customers → 月次集計.客数,スキーマ検証済,-,-,-
247,表示画面,月次レポート,原価金額,L4a,C,画面内,計算項目,複数種類混在,棚卸入力とインフォマート仕入の組合せ,前月在庫+仕入-当月在庫,月次レポート.対象前月在庫 + 月次レポート.仕入総額 - 月次レポート.対象月在庫,-,"shop_inventories.amount（棚卸入力）, infomart_transactions.total_tax_excluded",tax_excluded_total,インフォマート（仕入）,"月次レポート.対象前月在庫, 月次レポート.仕入総額, 月次レポート.対象月在庫","FD分析.FD原価率, 仕入先分析.原価金額, 当月実績.原価金額, 感度分析.原価金額, 月次集計.原価金額",tax_excluded_total → shop_inventories.amount（棚卸入力） / infomart_transactions.total_tax_excluded → 月次レポート.原価金額,要確認,テーブル'shop_inventories'が存在しない,棚卸データのテーブル構造が不明,棚卸マスタのスキーマを確認必要
248,表示画面,月次レポート,原価率,L1,A,画面間,計算項目,演算×外部連携,演算結果とPOS売上の組合せ,原価÷売上×100,月次レポート.原価金額 ÷ 当月実績.売上税抜 × 100,月次レポート.原価金額,z_totals.sales_excluded,-,-,"月次レポート.原価金額, 当月実績.売上税抜","当月実績.原価率, 仕入先分析.原価率, 感度分析.原価率",z_totals.sales_excluded → 月次レポート.原価金額 → 月次レポート.原価率,演算検証済,インプット元: 月次レポート.原価金額,-,-
249,表示画面,月次レポート,対象前月在庫,L3,C,-,計算項目,棚卸入力参照,棚卸入力で登録した在庫データを参照,マスタ参照,shop_inventories.amount WHERE year_month = target_month - 1,-,shop_inventories.amount（棚卸入力）,-,-,-,"月次レポート.原価(金額), 月次レポート.原価金額",shop_inventories.amount（棚卸入力） → 月次レポート.対象前月在庫,AI推測,棚卸マスタから前月末在庫を取得と推測,棚卸マスタのテーブル構造が不明,棚卸データのスキーマを確認必要
250,表示画面,月次レポート,仕入総額,L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,SUM,SUM(tax_excluded_total.total_tax_excluded),-,infomart_orders.total_tax_excluded,tax_excluded_total.total_tax_excluded,インフォマート（仕入）,[外部]tax_excluded_total.total_tax_excluded,"月次レポート.原価(金額), 月次レポート.原価金額",tax_excluded_total.total_tax_excluded → infomart_orders.total_tax_excluded → 月次レポート.仕入総額,外部連携検証済,tax_excluded_total.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-
251,表示画面,月次レポート,対象月在庫,L3,C,-,計算項目,棚卸入力参照,棚卸入力で登録した在庫データを参照,マスタ参照,shop_inventories.amount WHERE year_month = target_month,-,shop_inventories.amount（棚卸入力）,-,-,-,"月次レポート.原価(金額), 月次レポート.原価金額",shop_inventories.amount（棚卸入力） → 月次レポート.対象月在庫,AI推測,棚卸マスタから当月末在庫を取得と推測,-,-
252,表示画面,月次レポート,年月,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,年月参照,monthly_cost_entries.year_month,-,"monthly_cost_entries.year_month, monthly_costs.value",-,ユーザー入力（費用設定）,-,-,monthly_cost_entries.year_month / monthly_costs.value → 月次レポート.年月,AI推測,費用設定から対象年月を参照,-,-
253,表示画面,月次レポート,原価(金額),L4a,C,画面内,計算項目,複数種類混在,棚卸入力とインフォマート仕入の組合せ,前月在庫+仕入-当月在庫,月次レポート.対象前月在庫 + 月次レポート.仕入総額 - 月次レポート.対象月在庫,-,-,-,-,"月次レポート.対象前月在庫, 月次レポート.仕入総額, 月次レポート.対象月在庫",-,月次レポート.原価(金額),AI推測,-,-,-
254,表示画面,月次レポート,売上(税抜),L0,S,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM月間,SUM(ZTOTAL.sales_excluded) GROUP BY year_month,-,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,[外部]ZTOTAL.sales_excluded,商品別売上分析.売上(税抜),ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 月次レポート.売上(税抜),スキーマ検証済,-,-,-
255,表示画面,月次レポート,売上(税抜),L0,S,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM月間,SUM(ZTOTAL.sales_excluded) GROUP BY year_month,-,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,[外部]ZTOTAL.sales_excluded,-,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 月次レポート.売上(税抜),スキーマ検証済,-,-,-
256,表示画面,月次レポート,売上(税込),L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM月間,SUM(ZTOTAL.sales) GROUP BY year_month,-,z_totals.sales,ZTOTAL.sales,POS売上（日別集計）,[外部]ZTOTAL.sales,-,ZTOTAL.sales → z_totals.sales → 月次レポート.売上(税込),外部連携検証済,ZTOTAL.sales → head_office_connected_service_sales_logs.sales,-,-
257,表示画面,月次レポート,仕入(税抜),L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,SUM月間,SUM(tax_excluded_total.total_tax_excluded) GROUP BY year_month,-,infomart_orders.total_tax_excluded,tax_excluded_total.total_tax_excluded,インフォマート（仕入）,[外部]tax_excluded_total.total_tax_excluded,-,tax_excluded_total.total_tax_excluded → infomart_orders.total_tax_excluded → 月次レポート.仕入(税抜),外部連携検証済,tax_excluded_total.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-
258,表示画面,月次レポート,仕入(税込),L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,SUM月間,SUM(trade_total.total) GROUP BY year_month,-,infomart_orders.total,trade_total.total,-,[外部]trade_total.total,-,trade_total.total → infomart_orders.total → 月次レポート.仕入(税込),外部連携検証済,trade_total.total → infomart_transactions.total,-,-
259,表示画面,月次レポート,PA人件費,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,SUM月間,SUM(working_records.daily_cost) GROUP BY year_month,-,working_records.daily_cost,working_records.daily_cost,-,[外部]working_records.daily_cost,-,working_records.daily_cost → working_records.daily_cost → 月次レポート.PA人件費,外部連携検証済,データソース: KOT（勤怠・人件費）,-,-
260,表示画面,日次レポート,売上税込,L0,S,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,日別集計,SUM(ZTOTAL.sales) GROUP BY date,-,z_totals.sales,ZTOTAL.sales,POS売上（日別集計）,[外部]ZTOTAL.sales,支払種別売上分析.売上税込,ZTOTAL.sales → z_totals.sales → 日次レポート.売上税込,外部連携検証済,ZTOTAL.sales → head_office_connected_service_sales_logs.sales,-,-
261,表示画面,日次レポート,仕入税込,L0,S,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,日別集計,SUM(trade_total.total) GROUP BY date,-,infomart_orders.total,trade_total.total,-,[外部]trade_total.total,-,trade_total.total → infomart_orders.total → 日次レポート.仕入税込,外部連携検証済,trade_total.total → infomart_transactions.total,-,-
262,表示画面,日次レポート,仕入税抜,L0,A,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,日別集計,SUM(tax_excluded_total.total_tax_excluded) GROUP BY date,-,infomart_orders.total_tax_excluded,tax_excluded_total.total_tax_excluded,インフォマート（仕入）,[外部]tax_excluded_total.total_tax_excluded,"当月実績.仕入税抜, 仕入先分析.仕入税抜, 感度分析.仕入税抜",tax_excluded_total.total_tax_excluded → infomart_orders.total_tax_excluded → 日次レポート.仕入税抜,外部連携検証済,tax_excluded_total.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-
263,表示画面,日次レポート,PA人件費,L0,S,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,日別集計,SUM(working_records.daily_cost) GROUP BY date,-,working_records.daily_cost,working_records.daily_cost,-,[外部]working_records.daily_cost,予実対比.PA人件費,working_records.daily_cost → working_records.daily_cost → 日次レポート.PA人件費,外部連携検証済,データソース: KOT（勤怠・人件費）,-,-
264,表示画面,予算一覧,月次目標利益,L3,B,-,予算設定（入力）,予算設定参照,月次予算設定で設定した予算値を参照,マスタ参照,monthly_budgets.value,-,monthly_budgets.profit,-,ユーザー入力（予算設定）,[入力]monthly_budgets.profit,予算設定.月次目標利益,monthly_budgets.profit → 予算一覧.月次目標利益,スキーマ検証済,-,-,-
265,表示画面,予算一覧,目標FD仕入費率,L3,B,-,予算設定（入力）,予算設定参照,月次予算設定で設定した予算値を参照,マスタ参照,monthly_budgets.ratio,-,"monthly_budgets.ratio（予算入力）, monthly_budgets.profit",-,ユーザー入力（予算設定）,[入力]monthly_budgets.ratio（予算入力）,予算設定.目標FD仕入費率,monthly_budgets.ratio（予算入力） / monthly_budgets.profit → 予算一覧.目標FD仕入費率,設定/入力検証済,データソース: 予算設定（入力）,-,-
266,表示画面,予算一覧,目標PA人件費率,L3,S,-,予算設定（入力）,予算設定参照,月次予算設定で設定した予算値を参照,マスタ参照,monthly_budgets.ratio,-,"monthly_budgets.ratio（予算入力）, monthly_budgets.profit",-,ユーザー入力（予算設定）,[入力]monthly_budgets.ratio（予算入力）,予算設定.目標PA人件費率,monthly_budgets.ratio（予算入力） / monthly_budgets.profit → 予算一覧.目標PA人件費率,設定/入力検証済,データソース: 予算設定（入力）,-,-
267,表示画面,予算一覧,目標客単価,L3,A,-,予算設定（入力）,予算設定参照,月次予算設定で設定した予算値を参照,マスタ参照,monthly_budgets.value,-,monthly_budgets.profit,-,ユーザー入力（予算設定）,[入力]monthly_budgets.profit,予算設定.目標客単価,monthly_budgets.profit → 予算一覧.目標客単価,スキーマ検証済,-,-,-
268,表示画面,予算一覧(予算設定値),目標客単価 (ランチ),L3,A,-,予算設定（入力）,予算設定参照,月次予算設定で設定した予算値を参照,マスタ参照,monthly_budgets.target_avg_per_customer_lunch,-,"monthly_budgets.target_avg_per_customer_lunch（予算入力）, monthly_budgets.profit",-,ユーザー入力（予算設定）,[入力]monthly_budgets.target_avg_per_customer_lunch（予算入力）,-,monthly_budgets.target_avg_per_customer_lunch（予算入力） / monthly_budgets.profit → 予算一覧(予算設定値).目標客単価 (ランチ),設定/入力検証済,データソース: 予算設定（入力）,monthly_budgetsに該当カラムがあるか不明,予算マスタのスキーマを確認必要
269,表示画面,予算一覧(予算設定値),目標客単価 (ディナー),L3,A,-,予算設定（入力）,予算設定参照,月次予算設定で設定した予算値を参照,マスタ参照,monthly_budgets.target_avg_per_customer_dinner,-,"monthly_budgets.target_avg_per_customer_dinner（予算入力）, monthly_budgets.profit",-,ユーザー入力（予算設定）,[入力]monthly_budgets.target_avg_per_customer_dinner（予算入力）,-,monthly_budgets.target_avg_per_customer_dinner（予算入力） / monthly_budgets.profit → 予算一覧(予算設定値).目標客単価 (ディナー),設定/入力検証済,データソース: 予算設定（入力）,-,-
270,表示画面,予算一覧(予算設定値),月次目標利益,L3,B,-,予算設定（入力）,予算設定参照,月次予算設定で設定した予算値を参照,マスタ参照,monthly_budgets.value,-,monthly_budgets.profit,-,ユーザー入力（予算設定）,[入力]monthly_budgets.profit,-,monthly_budgets.profit → 予算一覧(予算設定値).月次目標利益,スキーマ検証済,-,-,-
271,表示画面,予算一覧(予算設定値),目標FD仕入費率,L3,B,-,予算設定（入力）,予算設定参照,月次予算設定で設定した予算値を参照,マスタ参照,monthly_budgets.ratio,-,"monthly_budgets.ratio（予算入力）, monthly_budgets.profit",-,ユーザー入力（予算設定）,[入力]monthly_budgets.ratio（予算入力）,-,monthly_budgets.ratio（予算入力） / monthly_budgets.profit → 予算一覧(予算設定値).目標FD仕入費率,設定/入力検証済,データソース: 予算設定（入力）,-,-
272,表示画面,予算一覧(予算設定値),目標PA人件費率,L3,S,-,予算設定（入力）,予算設定参照,月次予算設定で設定した予算値を参照,マスタ参照,monthly_budgets.ratio,-,"monthly_budgets.ratio（予算入力）, monthly_budgets.profit",-,ユーザー入力（予算設定）,[入力]monthly_budgets.ratio（予算入力）,-,monthly_budgets.ratio（予算入力） / monthly_budgets.profit → 予算一覧(予算設定値).目標PA人件費率,設定/入力検証済,データソース: 予算設定（入力）,-,-
273,表示画面,予算一覧(予算設定値),目標客単価,L3,A,-,予算設定（入力）,予算設定参照,月次予算設定で設定した予算値を参照,マスタ参照,monthly_budgets.value,-,monthly_budgets.profit,-,ユーザー入力（予算設定）,[入力]monthly_budgets.profit,-,monthly_budgets.profit → 予算一覧(予算設定値).目標客単価,スキーマ検証済,-,-,-
274,表示画面,予算一覧(予算構成),売上 計,L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM,SUM(ZTOTAL.sales_excluded),-,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,[外部]ZTOTAL.sales_excluded,予算一覧(予算構成).営業利益,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 予算一覧(予算構成).売上 計,スキーマ検証済,-,-,-
275,表示画面,予算一覧(予算構成),フード売上 計,L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUMフード,SUM(TITEM.sales_excluded) WHERE category = 'フード',-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,-,TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 予算一覧(予算構成).フード売上 計,スキーマ検証済,-,-,-
276,表示画面,予算一覧(予算構成),ドリンク売上 計,L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUMドリンク,SUM(TITEM.sales_excluded) WHERE category = 'ドリンク',-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,-,TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 予算一覧(予算構成).ドリンク売上 計,スキーマ検証済,-,-,-
277,表示画面,予算一覧(予算構成),その他売上 計 (サービス料等),L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM,SUM(ZTOTAL.service_charge_1),-,z_totals.service_charge_1,ZTOTAL.service_charge_1,POS売上（日別集計）,[外部]ZTOTAL.service_charge_1,-,ZTOTAL.service_charge_1 → z_totals.service_charge_1 → 予算一覧(予算構成).その他売上 計 (サービス料等),外部連携検証済,データソース: POS（売上・客数）,-,-
278,表示画面,予算一覧(予算構成),FLコスト 計,L1,C,画面内,計算項目,外部連携×外部連携,インフォマート仕入とKOT人件費の組合せ,SUM,SUM(tax_excluded_total.total_tax_excluded) + SUM(labor_costs_logs.labor_costs),-,"infomart_orders.total_tax_excluded, head_office_connected_service_labor_costs_logs.labor_costs","tax_excluded_total.total_tax_excluded, labor_costs_logs.labor_costs","インフォマート（仕入）, 勤怠（KOT/ジョブカン）",-,予算一覧(予算構成).営業利益,tax_excluded_total.total_tax_excluded / labor_costs_logs.labor_costs → infomart_orders.total_tax_excluded / head_office_connected_service_labor_costs_logs.labor_costs → 予算一覧(予算構成).FLコスト 計,外部連携検証済,tax_excluded_total.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-
279,表示画面,予算一覧(予算構成),FD仕入 計,L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,SUMFD,SUM(tax_excluded_total.total_tax_excluded) WHERE category IN ('フード' 'ドリンク'),-,infomart_orders.total_tax_excluded,tax_excluded_total.total_tax_excluded,インフォマート（仕入）,[外部]tax_excluded_total.total_tax_excluded,-,tax_excluded_total.total_tax_excluded → infomart_orders.total_tax_excluded → 予算一覧(予算構成).FD仕入 計,外部連携検証済,tax_excluded_total.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-
280,表示画面,予算一覧(予算構成),人件費 計,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,SUM,SUM(labor_costs_logs.labor_costs),-,head_office_connected_service_labor_costs_logs.labor_costs,labor_costs_logs.labor_costs,勤怠（KOT/ジョブカン）,[外部]labor_costs_logs.labor_costs,-,labor_costs_logs.labor_costs → head_office_connected_service_labor_costs_logs.labor_costs → 予算一覧(予算構成).人件費 計,スキーマ検証済,-,-,-
281,表示画面,予算一覧(予算構成),その他経費 計,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,SUM,SUM(monthly_costs.value) WHERE cost_type = '経費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,予算一覧(予算構成).営業利益,monthly_costs.value → 予算一覧(予算構成).その他経費 計,スキーマ検証済,-,-,-
282,表示画面,予算一覧(予算構成),IT費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = 'IT費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧(予算構成).IT費,スキーマ検証済,-,-,-
283,表示画面,予算一覧(予算構成),ガス代,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = 'ガス代',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧(予算構成).ガス代,スキーマ検証済,-,-,-
284,表示画面,予算一覧(予算構成),サービス費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = 'サービス費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧(予算構成).サービス費,スキーマ検証済,-,-,-
285,表示画面,予算一覧(予算構成),保守修繕費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '保守修繕費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧(予算構成).保守修繕費,スキーマ検証済,-,-,-
286,表示画面,予算一覧(予算構成),外注費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '外注費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧(予算構成).外注費,スキーマ検証済,-,-,-
287,表示画面,予算一覧(予算構成),支払手数料,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '支払手数料',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧(予算構成).支払手数料,スキーマ検証済,-,-,-
288,表示画面,予算一覧(予算構成),水道代,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '水道代',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧(予算構成).水道代,スキーマ検証済,-,-,-
289,表示画面,予算一覧(予算構成),消耗品費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '消耗品費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予算一覧(予算構成).消耗品費,スキーマ検証済,-,-,-
