画面区分	サイドナビ	画面タイトル	期間	画面指標名	親テーブル名1	親テーブル物理名1	親テーブル論理名1	データソーステーブル名1	データソーステーブル詳細名1	データソースカラム物理名1	データソースカラム論理名1	KOTグループ1	KOT物理名1	KOT論理名1	KOT連携種別1	ジョブカングループ1	ジョブカン物理名1	ジョブカン論理名1	ジョブカン連携種別1	親テーブル名2	親テーブル物理名2	親テーブル論理名2	データソーステーブル名2	データソーステーブル詳細名2	データソースカラム物理名2	データソースカラム論理名2	KOTグループ2	KOT物理名2	KOT論理名2	KOT連携種別2	ジョブカングループ2	ジョブカン物理名2	ジョブカン論理名2	ジョブカン連携種別2	親テーブル名3	親テーブル物理名3	親テーブル論理名3	データソーステーブル名3	データソーステーブル詳細名3	データソースカラム物理名3	データソースカラム論理名3	KOTグループ3	KOT物理名3	KOT論理名3	KOT連携種別3	ジョブカングループ3	ジョブカン物理名3	ジョブカン論理名3	ジョブカン連携種別3	演算ロジック	演算式詳細	参照テーブル1	参照テーブル2	参照テーブル3	ハシゴ元画面	ハシゴ先画面	共有データソース	ハシゴ演算説明	入力元画面	出力先画面	計算に使用する他指標
会社	集計	予実対比	月次日次	減価償却費	monthly_costs	value	費用金額	monthly_costs	ラクミー月次費用テーブル	value	費用金額	-	-	-	-	-	-	-	-	monthly_cost_items	name	費目名	monthly_cost_items	ラクミー費目マスタ	name	費目名	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	費目=減価償却費	費目=減価償却費	monthly_costs	monthly_cost_items	-	-	-	monthly_costs.value	monthly_costs.valueを費目別仕入分析,月次費用入力と共有	-	-	-
会社	集計	予実対比	月次日次	販促費	monthly_costs	value	費用金額	monthly_costs	ラクミー月次費用テーブル	value	費用金額	-	-	-	-	-	-	-	-	monthly_cost_items	name	費目名	monthly_cost_items	ラクミー費目マスタ	name	費目名	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	費目=販促費	費目=販促費	monthly_costs	monthly_cost_items	-	-	-	monthly_costs.value	monthly_costs.valueを費目別仕入分析,月次費用入力と共有	-	-	-
会社	集計	年間予実対比	月次	営業利益	ラクミー集計単位日別テーブル	sales_excluded	収入計Ⅲ（内税抜き）金額	ZTOTAL	USENレジPOS日別売上集計テーブル	sales_excluded	収入計Ⅲ（内税抜き）金額	-	-	-	-	-	-	-	-	ラクミーinfomartテーブル	total_tax_excluded	伝票税抜金額	tax_excluded_total	インフォマート税抜金額テーブル	total_tax_excluded	伝票税抜金額	-	-	-	-	-	-	-	-	head_office_connected_service_labor_costs_logs	labor_costs	人件費	head_office_connected_service_labor_costs_logs	KOT/ジョブカン人件費連携ログテーブル	labor_costs	人件費	日別費用データ	laborCostEstimate	人件費概算	API	勤怠日次サマリー	salary	概算給与	API	売上-仕入-人件費-経費	(ZTOTAL.sales_excluded) - (tax_excluded_total.total_tax_excluded) - (head_office_connected_service_labor_costs_logs.labor_costs) - 経費	ZTOTAL	インフォマート	labor_costs_logs	-	当月実績,店舗別サマリー	ラクミー集計単位日別テーブル.sales_excluded	営業利益を当月実績,店舗別サマリーと共有	当月実績,店舗別サマリー	当月実績,店舗別サマリー	売上税抜, FD仕入額, 人件費, その他経費
会社	集計	年間予実対比	月次	FD仕入額	ラクミーinfomartテーブル	total_tax_excluded	伝票税抜金額	tax_excluded_total	インフォマート税抜金額テーブル	total_tax_excluded	伝票税抜金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUM年間	SUM(tax_excluded_total.total_tax_excluded)	インフォマート	-	-	-	-	ラクミーinfomartテーブル.total_tax_excluded	ラクミーinfomartテーブル.total_tax_excludedを当月実績,店舗別サマリー,仕入別分析と共有	-	-	-
会社	集計	年間予実対比	月次	人件費額	head_office_connected_service_labor_costs_logs	labor_costs	人件費	head_office_connected_service_labor_costs_logs	KOT/ジョブカン人件費連携ログテーブル	labor_costs	人件費	日別費用データ	laborCostEstimate	人件費概算	API	勤怠日次サマリー	salary	概算給与	API	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUM年間	SUM(head_office_connected_service_labor_costs_logs.labor_costs)	labor_costs_logs	-	-	-	-	head_office_connected_service_labor_costs_logs.labor_costs	head_office_connected_service_labor_costs_logs.labor_costsを当月実績,店舗別サマリー,日次推移と共有	-	-	-
会社	集計	年間予実対比	月次	客単価	ラクミー集計単位日別テーブル	sales_excluded	収入計Ⅲ（内税抜き）金額	ZTOTAL	USENレジPOS日別売上集計テーブル	sales_excluded	収入計Ⅲ（内税抜き）金額	-	-	-	-	-	-	-	-	ラクミー集計単位日別テーブル	customers	レストラン売上客数	ZTOTAL	USENレジPOS日別売上集計テーブル	customers	レストラン売上客数	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	売上÷客数	(ZTOTAL.sales_excluded) ÷ (ZTOTAL.customers)	ZTOTAL	ZTOTAL	-	-	-	ラクミー集計単位日別テーブル.sales_excluded	ラクミー集計単位日別テーブル.sales_excludedを主要KPI指標,当月実績,店舗別サマリーと共有	-	-	売上税抜(TTOTAL), 客数(TTOTAL), 会計日時フィルタ
会社	集計	月次レポート	月次	原価金額	ラクミーinfomartテーブル	total_tax_excluded	伝票税抜金額	tax_excluded_total	インフォマート税抜金額テーブル	total_tax_excluded	伝票税抜金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	前月在庫+仕入-当月在庫	前月在庫+仕入-当月在庫	インフォマート	棚卸マスタ	-	-	-	ラクミーinfomartテーブル.total_tax_excluded	ラクミーinfomartテーブル.total_tax_excludedを当月実績,店舗別サマリー,仕入別分析と共有	-	-	-
会社	集計	月次レポート	月次	原価率	ラクミーinfomartテーブル	total_tax_excluded	伝票税抜金額	tax_excluded_total	インフォマート税抜金額テーブル	total_tax_excluded	伝票税抜金額	-	-	-	-	-	-	-	-	ラクミー集計単位日別テーブル	sales_excluded	収入計Ⅲ（内税抜き）金額	ZTOTAL	USENレジPOS日別売上集計テーブル	sales_excluded	収入計Ⅲ（内税抜き）金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	原価÷売上×100	(tax_excluded_total.total_tax_excluded) ÷ (ZTOTAL.sales_excluded)	インフォマート	ZTOTAL	-	-	-	ラクミーinfomartテーブル.total_tax_excluded	ラクミーinfomartテーブル.total_tax_excludedを当月実績,店舗別サマリー,仕入別分析と共有	-	-	-
会社	集計	日次レポート	月次日次	売上税込	ラクミー集計単位日別テーブル	sales	収入計Ⅳ（内税込み）金額	ZTOTAL	USENレジPOS日別売上集計テーブル	sales	収入計Ⅳ（内税込み）金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	日別集計	日別集計	ZTOTAL	-	-	-	支払種別売上分析	ラクミー集計単位日別テーブル.sales	売上税込を支払種別売上分析と共有	-	-	-
会社	集計	日次レポート	月次日次	売上税抜	ラクミー集計単位日別テーブル	sales_excluded	収入計Ⅲ（内税抜き）金額	ZTOTAL	USENレジPOS日別売上集計テーブル	sales_excluded	収入計Ⅲ（内税抜き）金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	日別集計	日別集計	ZTOTAL	-	-	-	当月実績,店舗別サマリー,ABC分析,日次推移	ラクミー集計単位日別テーブル.sales_excluded	売上税抜を当月実績,店舗別サマリー,ABC分析,日次推移と共有	-	-	-
会社	集計	日次レポート	月次日次	仕入税込	ラクミーinfomartテーブル	total	総合計	trade_total	インフォマート仕入総合計テーブル	total	総合計	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	日別集計	日別集計	インフォマート	-	-	-	-	ラクミーinfomartテーブル.total	-	-	-	-
会社	集計	日次レポート	月次日次	仕入税抜	ラクミーinfomartテーブル	total_tax_excluded	伝票税抜金額	tax_excluded_total	インフォマート税抜金額テーブル	total_tax_excluded	伝票税抜金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	日別集計	日別集計	インフォマート	-	-	-	-	ラクミーinfomartテーブル.total_tax_excluded	ラクミーinfomartテーブル.total_tax_excludedを当月実績,店舗別サマリー,仕入別分析と共有	-	-	-
会社	集計	日次レポート	月次日次	PA人件費	head_office_employee_working_records	daily_cost	人件費	head_office_employee_working_records	従業員勤務実績テーブル	daily_cost	人件費	日別費用データ	laborCostEstimate	人件費概算	API	勤怠日次サマリー	salary	概算給与	API	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	日別集計	日別集計	working_records	-	-	-	日次推移,予実対比	head_office_employee_working_records.daily_cost	PA人件費を日次推移,予実対比と共有	-	-	-
会社	従業員	従業員別勤務実績	月次日次	従業員名	head_office_employee_working_records	head_office_employee_id	従業員ID	head_office_employee_working_records	従業員勤務実績テーブル	head_office_employee_id	従業員ID	従業員データ	employeeKey	従業員識別キー	API	勤怠日次サマリー	employee_id	従業員ID	API	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	従業員マスタ参照	head_office_employee_working_records.head_office_employee_id	working_records	-	-	-	-	head_office_employee_working_records.head_office_employee_id	-	-	-	-
会社	従業員	従業員別勤務実績	月次日次	勤務日	head_office_employee_working_records	date	勤務日	head_office_employee_working_records	従業員勤務実績テーブル	date	勤務日	日別勤怠データ	date	日時	API	勤怠日次サマリー	date	年月日	API	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	日付	日付	working_records	-	-	-	-	head_office_employee_working_records.date	-	-	-	-
会社	従業員	従業員別勤務実績	月次日次	日別人件費	head_office_employee_working_records	daily_cost	人件費	head_office_employee_working_records	従業員勤務実績テーブル	daily_cost	人件費	日別費用データ	laborCostEstimate	人件費概算	API	勤怠日次サマリー	salary	概算給与	API	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	日別集計	日別集計	working_records	-	-	-	-	head_office_employee_working_records.daily_cost	head_office_employee_working_records.daily_costを予実対比,日次レポートと共有	-	-	-
会社	従業員	従業員別勤務実績	月次日次	ヘルプフラグ	head_office_employee_working_records	is_help	ヘルプかどうか	head_office_employee_working_records	従業員勤務実績テーブル	is_help	ヘルプかどうか	日別勤怠データ	isHelp	ヘルプ勤務状況	API	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	フラグ	フラグ	working_records	-	-	-	-	head_office_employee_working_records.is_help	-	-	-	-
会社	従業員	従業員別勤務実績	月次日次	勤務先店舗	head_office_employee_working_records	shop_id	勤務先	head_office_employee_working_records	従業員勤務実績テーブル	shop_id	勤務先	従業員データ	divisionCode	所属コード	API	打刻ログ情報	group_id	打刻グループID	API	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	店舗マスタ参照	head_office_employee_working_records.shop_id	working_records	-	-	-	-	head_office_employee_working_records.shop_id	-	-	-	-
会社	従業員	従業員別勤務実績	月次日次	勤怠データ	head_office_employee_working_records	working_data	勤怠データ	head_office_employee_working_records	従業員勤務実績テーブル	working_data	勤怠データ	日別勤怠データ	assigned	所定時間分	API	勤怠日次サマリー	work	労働時間	API	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	JSON	JSON	working_records	-	-	-	-	head_office_employee_working_records.working_data	-	-	-	-
会社	従業員	従業員別勤務実績	月次日次	費用データ	head_office_employee_working_records	working_cost	日別費用データ	head_office_employee_working_records	従業員勤務実績テーブル	working_cost	日別費用データ	日別費用データ	transportationExpense	交通費	API	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	JSON	JSON	working_records	-	-	-	-	head_office_employee_working_records.working_cost	-	-	-	-
会社	従業員	店舗別人件費	月次日次	日付	head_office_connected_service_labor_costs_logs	date	日付	head_office_connected_service_labor_costs_logs	KOT/ジョブカン人件費連携ログテーブル	date	日付	日別勤怠データ	date	日時	API	勤怠日次サマリー	date	年月日	API	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	日付	日付	labor_costs_logs	-	-	-	-	head_office_connected_service_labor_costs_logs.date	-	-	-	-
会社	従業員	店舗別人件費	月次日次	人件費	head_office_connected_service_labor_costs_logs	labor_costs	人件費	head_office_connected_service_labor_costs_logs	KOT/ジョブカン人件費連携ログテーブル	labor_costs	人件費	日別費用データ	laborCostEstimate	人件費概算	API	勤怠日次サマリー	salary	概算給与	API	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUM店舗別	SUM(head_office_connected_service_labor_costs_logs.labor_costs)	labor_costs_logs	-	-	-	予実対比	head_office_connected_service_labor_costs_logs.labor_costs	人件費を予実対比と共有	-	-	-
会社	従業員	店舗別人件費	月次日次	ヘルプ人件費	head_office_connected_service_labor_costs_logs	help_costs	ヘルプ人件費	head_office_connected_service_labor_costs_logs	KOT/ジョブカン人件費連携ログテーブル	help_costs	ヘルプ人件費	日別費用データ	laborCostEstimate	人件費概算	API	勤怠日次サマリー	salary	概算給与	API	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUM店舗別	SUM(head_office_connected_service_labor_costs_logs.help_costs)	labor_costs_logs	-	-	-	予実対比	head_office_connected_service_labor_costs_logs.help_costs	ヘルプ人件費を予実対比と共有	-	-	-
会社	従業員	店舗別人件費	月次日次	ヘルプ人件費マイナス	head_office_connected_service_labor_costs_logs	help_costs_minus	ヘルプ人件費マイナス	head_office_connected_service_labor_costs_logs	KOT/ジョブカン人件費連携ログテーブル	help_costs_minus	ヘルプ人件費マイナス	日別費用データ	laborCostEstimate	人件費概算	API	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SUM店舗別	SUM(head_office_connected_service_labor_costs_logs.help_costs_minus)	labor_costs_logs	-	-	-	-	head_office_connected_service_labor_costs_logs.help_costs_minus	-	-	-	-
会社	設定	予算設定	月次	対象年月	monthly_cost_entries	year_month	年月	monthly_cost_entries	ラクミー月次費用入力テーブル	year_month	年月	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	年月	年月	monthly_cost_entries	-	-	-	-	monthly_cost_entries.year_month	-	-	-	-
会社	設定	予算設定	月次	予算金額	monthly_budgets	value	予算金額	monthly_budgets	ラクミー月次予算テーブル	value	予算金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	入力値	入力値	monthly_budgets	-	-	-	-	monthly_budgets.value	monthly_budgets.valueを店舗別サマリーと共有	-	-	-
会社	設定	予算設定	月次	予算比率	monthly_budgets	ratio	比率	monthly_budgets	ラクミー月次予算テーブル	ratio	比率	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	入力値	入力値	monthly_budgets	-	-	-	-	monthly_budgets.ratio	monthly_budgets.ratioを利益率,仕入費率,PA人件費率と共有	-	-	-
会社	設定	費目マスタ	-	費目名	monthly_cost_items	name	費目名	monthly_cost_items	ラクミー費目マスタ	name	費目名	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	入力値	入力値	monthly_cost_items	-	-	-	-	monthly_cost_items.name	monthly_cost_items.nameを費目別仕入分析,月次費用入力と共有	-	-	-
会社	設定	費目マスタ	-	変更不可フラグ	monthly_cost_items	immutable	変更不可	monthly_cost_items	ラクミー費目マスタ	immutable	変更不可	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	フラグ	フラグ	monthly_cost_items	-	-	-	-	monthly_cost_items.immutable	-	-	-	-
会社	設定	月次費用入力	月次	費目	monthly_cost_items	name	費目名	monthly_cost_items	ラクミー費目マスタ	name	費目名	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	費目マスタ参照	monthly_cost_items.name	monthly_cost_items	-	-	-	費目別仕入分析	monthly_cost_items.name	費目を費目別仕入分析と共有	-	-	-
会社	設定	月次費用入力	月次	金額	monthly_costs	value	費用金額	monthly_costs	ラクミー月次費用テーブル	value	費用金額	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	入力値	入力値	monthly_costs	-	-	-	-	monthly_costs.value	monthly_costs.valueを費目別仕入分析,予実対比と共有	-	-	-
会社	設定	月次費用入力	月次	比率	monthly_costs	ratio	比率	monthly_costs	ラクミー月次費用テーブル	ratio	比率	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	自動計算	自動計算	monthly_costs	-	-	-	仕入別分析,商品別仕入分析,費目別仕入分析	monthly_costs.ratio	比率を仕入別分析,商品別仕入分析,費目別仕入分析と共有	-	-	-
会社	集計	曜日別売上分析	月次日次	平均客数（税抜）	ラクミー集計単位日別テーブル	customers	レストラン売上客数	ZTOTAL	USENレジPOS日別売上集計テーブル	customers	レストラン売上客数																																																-	-	-
会社	集計	支払種別売上分析	月次日次	クレジットカード合計売上	ラクミー集計単位日別テーブル	sales_excluded	売上合計税抜	ZTOTAL	USENレジPOS日別売上集計テーブル	sales_excluded	売上合計税抜																																																-	-	-
会社	集計	支払種別売上分析	月次日次	QR決済合計売上	ラクミー集計単位日別テーブル	sales_excluded	売上合計税抜	ZTOTAL	USENレジPOS日別売上集計テーブル	sales_excluded	売上合計税抜																																																-	-	-
会社	集計	支払種別売上分析	月次日次	MUGENファミリーカード合計売上	ラクミー集計単位日別テーブル	sales_excluded	売上合計税抜	ZTOTAL	USENレジPOS日別売上集計テーブル	sales_excluded	売上合計税抜																																																-	-	-
会社	集計	支払種別売上分析	月次日次	売掛合計売上	ラクミー集計単位日別テーブル	sales_excluded	売上合計税抜	ZTOTAL	USENレジPOS日別売上集計テーブル	sales_excluded	売上合計税抜																																																-	-	-
会社	集計	支払種別売上分析	月次日次	交通系IC合計売上	ラクミー集計単位日別テーブル	sales_excluded	売上合計税抜	ZTOTAL	USENレジPOS日別売上集計テーブル	sales_excluded	売上合計税抜																																																-	-	-
会社	詳細分析	進捗分析	月次	進捗率比較（前月）	ラクミー集計単位日別テーブル	calculated	計算値	ZTOTAL	USENレジPOS日別売上集計テーブル											monthly_budgets			monthly_budgets	ラクミー月次予算テーブル																										売上/目標 または 前月比計算	(当月実績 - 前月実績) / 前月実績 * 100								-	-	-
会社	詳細分析	進捗分析	月次	進捗率比較（前々月）	ラクミー集計単位日別テーブル	calculated	計算値	ZTOTAL	USENレジPOS日別売上集計テーブル											monthly_budgets			monthly_budgets	ラクミー月次予算テーブル																										売上/目標 または 前月比計算	(当月実績 - 前月実績) / 前月実績 * 100								-	-	-
会社	集計	予実対比	月次日次	その他売上（サービス料等）	ラクミー集計単位日別テーブル	service_charge_1	奉仕料１金額	ZTOTAL	USENレジPOS日別売上集計テーブル	service_charge_1	奉仕料１金額																																																-	-	-
会社	集計	予実対比	月次日次	その他売上ランチ	ラクミー集計単位日別の商品テーブル	sales_excluded	売上合計税抜	TITEM	USENレジPOS商品別売上テーブル	sales_excluded	売上合計税抜																																							SUM(その他商品かつオーダー時刻11-15時フィルタ)	SUM(TITEM.sales_excluded WHERE item_type=その他 AND order_time 11:00-15:00)	TTOTAL							-	-	-
会社	集計	予実対比	月次日次	その他売上ディナー	ラクミー集計単位日別の商品テーブル	sales_excluded	売上合計税抜	TITEM	USENレジPOS商品別売上テーブル	sales_excluded	売上合計税抜																																							SUM(その他商品かつオーダー時刻17-23時フィルタ)	SUM(TITEM.sales_excluded WHERE item_type=その他 AND order_time 17:00-23:00)	TTOTAL							-	-	-
会社	集計	予実対比	月次日次	割引・値引きなど	ラクミー集計単位日別テーブル	discount	値引き	ZTOTAL	USENレジPOS日別売上集計テーブル	discount	値引き																																																-	-	-
会社	集計	年間予実対比	月次	客単価(ランチ)	ラクミー集計単位日別テーブル	sales_excluded	収入計Ⅲ（内税抜き）金額	TTOTAL	USENレジPOS伝票単位売上テーブル	sales_excluded	収入計Ⅲ（内税抜き）金額																																							売上÷客数(会計日時11-15時フィルタ)	SUM(TTOTAL.sales_excluded WHERE settlement_time 11:00-15:00) / SUM(TTOTAL.customers WHERE settlement_time 11:00-15:00)	TTOTAL							-	-	売上税抜(TTOTAL), 客数(TTOTAL), 会計日時フィルタ
会社	集計	年間予実対比	月次	客単価(ディナー)	ラクミー集計単位日別テーブル	sales_excluded	収入計Ⅲ（内税抜き）金額	TTOTAL	USENレジPOS伝票単位売上テーブル	sales_excluded	収入計Ⅲ（内税抜き）金額																																							売上÷客数(会計日時17-23時フィルタ)	SUM(TTOTAL.sales_excluded WHERE settlement_time 17:00-23:00) / SUM(TTOTAL.customers WHERE settlement_time 17:00-23:00)	TTOTAL							-	-	売上税抜(TTOTAL), 客数(TTOTAL), 会計日時フィルタ
会社	集計	年間予実対比	月次	総売上　計	ラクミー集計単位日別テーブル	sales_excluded	売上合計税抜	ZTOTAL	USENレジPOS日別売上集計テーブル	sales_excluded	売上合計税抜																																																-	-	-
会社	集計	年間予実対比	月次	フード売上 計	ラクミー集計単位日別テーブル	sales_excluded	売上合計税抜	ZTOTAL	USENレジPOS日別売上集計テーブル	sales_excluded	売上合計税抜																																																-	-	-
会社	集計	年間予実対比	月次	ドリンク売上　計	ラクミー集計単位日別テーブル	sales_excluded	売上合計税抜	ZTOTAL	USENレジPOS日別売上集計テーブル	sales_excluded	売上合計税抜																																																-	-	-
会社	集計	年間予実対比	月次	その他売上 計 （サービス料等）	ラクミー集計単位日別テーブル	service_charge_1	奉仕料１金額	ZTOTAL	USENレジPOS日別売上集計テーブル	service_charge_1	奉仕料１金額																																																-	-	-
会社	集計	年間予実対比	月次	その他売上ランチ	ラクミー集計単位日別の商品テーブル	sales_excluded	売上合計税抜	TITEM	USENレジPOS商品別売上テーブル	sales_excluded	売上合計税抜																																							SUM(その他商品かつオーダー時刻11-15時フィルタ)	SUM(TITEM.sales_excluded WHERE item_type=その他 AND order_time 11:00-15:00)	TTOTAL							-	-	-
会社	集計	年間予実対比	月次	その他売上ディナー	ラクミー集計単位日別の商品テーブル	sales_excluded	売上合計税抜	TITEM	USENレジPOS商品別売上テーブル	sales_excluded	売上合計税抜																																							SUM(その他商品かつオーダー時刻17-23時フィルタ)	SUM(TITEM.sales_excluded WHERE item_type=その他 AND order_time 17:00-23:00)	TTOTAL							-	-	-
会社	集計	年間予実対比	月次	FLコスト　計	ラクミーinfomartテーブル	purchase_amount	仕入金額	tax_excluded_total	インフォマート税抜金額テーブル	amount	金額																																																-	-	-
会社	集計	年間予実対比	月次	FD仕入　計	ラクミーinfomartテーブル	purchase_amount	仕入金額	tax_excluded_total	インフォマート税抜金額テーブル	amount	金額																																																-	-	-
会社	集計	年間予実対比	月次	人件費　計	head_office_connected_service_labor_costs_logs	labor_cost	人件費	head_office_connected_service_labor_costs_logs	KOT/ジョブカン人件費連携ログテーブル	labor_cost	人件費	日別費用データ	daily_cost	日別費用	API	勤怠日次サマリー	attendance_summary	勤怠サマリー	API																																								-	-	-
会社	集計	年間予実対比	月次	その他経費　計	monthly_costs	value	費用金額	monthly_costs	ラクミー月次費用テーブル	value	費用金額									monthly_cost_items	name	費目名	monthly_cost_items	ラクミー費目マスタ	name	費目名																																	-	-	-
会社	集計	年間予実対比	月次	ラクミー利用料	monthly_costs	value	費用金額	monthly_costs	ラクミー月次費用テーブル	value	費用金額									monthly_cost_items	name	費目名	monthly_cost_items	ラクミー費目マスタ	name	費目名																																	-	-	-
会社	集計	年間予実対比	月次	レジ利用料	monthly_costs	value	費用金額	monthly_costs	ラクミー月次費用テーブル	value	費用金額									monthly_cost_items	name	費目名	monthly_cost_items	ラクミー費目マスタ	name	費目名																																	-	-	-
会社	集計	年間予実対比	月次	借入金返済	monthly_costs	value	費用金額	monthly_costs	ラクミー月次費用テーブル	value	費用金額									monthly_cost_items	name	費目名	monthly_cost_items	ラクミー費目マスタ	name	費目名																																	-	-	-
会社	集計	月次レポート	月次	対象前月在庫（金額）	shop_inventories	inventory_amount	在庫金額	shop_inventories	店舗棚卸テーブル	amount	金額																																																-	-	-
会社	集計	月次レポート	月次	仕入総額	ラクミーinfomartテーブル	purchase_amount	仕入金額	tax_excluded_total	インフォマート税抜金額テーブル	amount	金額																																																-	-	-
会社	集計	月次レポート	月次	対象月在庫（金額）	shop_inventories	inventory_amount	在庫金額	shop_inventories	店舗棚卸テーブル	amount	金額																																																-	-	-
会社	集計	月次レポート	月次	店舗名	shops	name	店舗名	shops	店舗マスタ	name	店舗名																																																-	-	-
